d_A025,d_A026,d_A001,A025-001,A025-A026-008,A025-A026-007,A025-A026-014,A025-A026-012,A025-A026-011,A025-009,A025-002,A026-A009-001,A026-A009-002,A026-A009-005,A025-A026-027,A026-A089-001,A026-A089-002,A025-A026-006,A026-A009-006,A025-A026-010,A026-A001-003,A026-A001-001,A026-A001-002,A026-A001-004
0001-20091218-153-1964-1-4389,,,0001-20091218-153-1964-1-4389,entries,1964-4389,2008-08-19,manual,gj,General,153,,,,,,,,,,,,,
0001-20091218-153-1964-1-4389,1,,,,,,,,,,733,交際接待費,account,debit,7620,ISO4217:JPY,2009-12-18,proposed,忘年会会費,,,,
0001-20091218-153-1964-1-4389,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20091218-153-1964-1-4389,2,,,,,,,,,,191,仮払消費税等,account,debit,380,ISO4217:JPY,2009-12-18,tax,,,,,
0001-20091218-153-1964-1-4389,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20091218-153-1964-1-4389,3,,,,,,,,,,111,現金,account,credit,8000,ISO4217:JPY,2009-12-18,proposed,忘年会会費,,,,
0001-20091218-153-1964-1-4389,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091218-8-1961-1-4383,,,0001-20091218-8-1961-1-4383,entries,1961-4383,2008-08-19,manual,gj,General,8,,,,,,,,,,,,,
0001-20091218-8-1961-1-4383,1,,,,,,,,,,733,交際接待費,account,debit,19048,ISO4217:JPY,2009-12-18,proposed,定例ミーティング会費,,,,
0001-20091218-8-1961-1-4383,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20091218-8-1961-1-4383,2,,,,,,,,,,191,仮払消費税等,account,debit,952,ISO4217:JPY,2009-12-18,tax,,,,,
0001-20091218-8-1961-1-4383,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20091218-8-1961-1-4383,3,,,,,,,,,,111,現金,account,credit,20000,ISO4217:JPY,2009-12-18,proposed,定例ミーティング会費,,,,
0001-20091218-8-1961-1-4383,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091218-86-1962-1-4385,,,0001-20091218-86-1962-1-4385,entries,1962-4385,2008-08-19,manual,gj,General,86,,,,,,,,,,,,,
0001-20091218-86-1962-1-4385,1,,,,,,,,,,727,通信費,account,debit,15239,ISO4217:JPY,2009-12-18,proposed,切手代,,,,
0001-20091218-86-1962-1-4385,1,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20091218-86-1962-1-4385,2,,,,,,,,,,191,仮払消費税等,account,debit,761,ISO4217:JPY,2009-12-18,tax,,,,,
0001-20091218-86-1962-1-4385,2,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20091218-86-1962-1-4385,3,,,,,,,,,,111,現金,account,credit,16000,ISO4217:JPY,2009-12-18,proposed,切手代,,,,
0001-20091218-86-1962-1-4385,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091219-148-1969-1-4399,,,0001-20091219-148-1969-1-4399,entries,1969-4399,2008-08-19,manual,gj,General,148,,,,,,,,,,,,,
0001-20091219-148-1969-1-4399,1,,,,,,,,,,740,車両費,account,debit,5040,ISO4217:JPY,2009-12-19,proposed,ガソリン代,,,,
0001-20091219-148-1969-1-4399,1,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20091219-148-1969-1-4399,2,,,,,,,,,,191,仮払消費税等,account,debit,251,ISO4217:JPY,2009-12-19,tax,,,,,
0001-20091219-148-1969-1-4399,2,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20091219-148-1969-1-4399,3,,,,,,,,,,111,現金,account,credit,5291,ISO4217:JPY,2009-12-19,proposed,ガソリン代,,,,
0001-20091219-148-1969-1-4399,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091219-47-1966-1-4393,,,0001-20091219-47-1966-1-4393,entries,1966-4393,2008-08-19,manual,gj,General,47,,,,,,,,,,,,,
0001-20091219-47-1966-1-4393,1,,,,,,,,,,740,車両費,account,debit,2420,ISO4217:JPY,2009-12-19,proposed,ガソリン代,,,,
0001-20091219-47-1966-1-4393,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20091219-47-1966-1-4393,2,,,,,,,,,,191,仮払消費税等,account,debit,120,ISO4217:JPY,2009-12-19,tax,,,,,
0001-20091219-47-1966-1-4393,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20091219-47-1966-1-4393,3,,,,,,,,,,111,現金,account,credit,2540,ISO4217:JPY,2009-12-19,proposed,ガソリン代,,,,
0001-20091219-47-1966-1-4393,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091219-59-1967-1-4395,,,0001-20091219-59-1967-1-4395,entries,1967-4395,2008-08-19,manual,gj,General,59,,,,,,,,,,,,,
0001-20091219-59-1967-1-4395,1,,,,,,,,,,726,旅費交通費,account,debit,47620,ISO4217:JPY,2009-12-19,proposed,旅費,,,,
0001-20091219-59-1967-1-4395,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20091219-59-1967-1-4395,2,,,,,,,,,,191,仮払消費税等,account,debit,2380,ISO4217:JPY,2009-12-19,tax,,,,,
0001-20091219-59-1967-1-4395,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20091219-59-1967-1-4395,3,,,,,,,,,,111,現金,account,credit,50000,ISO4217:JPY,2009-12-19,proposed,旅費,,,,
0001-20091219-59-1967-1-4395,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091219-6-1965-1-4391,,,0001-20091219-6-1965-1-4391,entries,1965-4391,2008-08-19,manual,gj,General,6,,,,,,,,,,,,,
0001-20091219-6-1965-1-4391,1,,,,,,,,,,732,広告宣伝費,account,debit,4762,ISO4217:JPY,2009-12-19,proposed,広告料,,,,
0001-20091219-6-1965-1-4391,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20091219-6-1965-1-4391,2,,,,,,,,,,191,仮払消費税等,account,debit,238,ISO4217:JPY,2009-12-19,tax,,,,,
0001-20091219-6-1965-1-4391,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20091219-6-1965-1-4391,3,,,,,,,,,,111,現金,account,credit,5000,ISO4217:JPY,2009-12-19,proposed,広告料,,,,
0001-20091219-6-1965-1-4391,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091219-89-1968-1-4397,,,0001-20091219-89-1968-1-4397,entries,1968-4397,2008-08-19,manual,gj,General,89,,,,,,,,,,,,,
0001-20091219-89-1968-1-4397,1,,,,,,,,,,726,旅費交通費,account,debit,19048,ISO4217:JPY,2009-12-19,proposed,旅費,,,,
0001-20091219-89-1968-1-4397,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20091219-89-1968-1-4397,2,,,,,,,,,,191,仮払消費税等,account,debit,952,ISO4217:JPY,2009-12-19,tax,,,,,
0001-20091219-89-1968-1-4397,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20091219-89-1968-1-4397,3,,,,,,,,,,111,現金,account,credit,20000,ISO4217:JPY,2009-12-19,proposed,旅費,,,,
0001-20091219-89-1968-1-4397,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-100-1980-1-4421,,,0001-20091220-100-1980-1-4421,entries,1980-4421,2008-08-19,manual,gj,General,100,,,,,,,,,,,,,
0001-20091220-100-1980-1-4421,1,,,,,,,,,,131,普通預金,account,debit,20000000,ISO4217:JPY,2009-12-20,proposed,資金移動,,,,
0001-20091220-100-1980-1-4421,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-100-1980-1-4421,1,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20091220-100-1980-1-4421,2,,,,,,,,,,121,当座預金,account,credit,20000000,ISO4217:JPY,2009-12-20,proposed,資金移動,,,,
0001-20091220-100-1980-1-4421,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-100-1980-1-4421,2,2,,,,,,,,,,,,,,,,,,account sub,1,みずほ銀行,補助科目
0001-20091220-101-1981-1-4423,,,0001-20091220-101-1981-1-4423,entries,1981-4423,2008-08-19,manual,gj,General,101,,,,,,,,,,,,,
0001-20091220-101-1981-1-4423,1,,,,,,,,,,732,広告宣伝費,account,debit,50000,ISO4217:JPY,2009-12-20,proposed,広告料,,,,
0001-20091220-101-1981-1-4423,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20091220-101-1981-1-4423,2,,,,,,,,,,191,仮払消費税等,account,debit,2500,ISO4217:JPY,2009-12-20,tax,,,,,
0001-20091220-101-1981-1-4423,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20091220-101-1981-1-4423,3,,,,,,,,,,322,未払金,account,credit,52500,ISO4217:JPY,2009-12-20,proposed,広告料,,,,
0001-20091220-101-1981-1-4423,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-105-1982-1-4425,,,0001-20091220-105-1982-1-4425,entries,1982-4425,2008-08-19,manual,gj,General,105,,,,,,,,,,,,,
0001-20091220-105-1982-1-4425,1,,,,,,,,,,733,交際接待費,account,debit,9524,ISO4217:JPY,2009-12-20,proposed,忘年会会費,,,,
0001-20091220-105-1982-1-4425,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20091220-105-1982-1-4425,2,,,,,,,,,,191,仮払消費税等,account,debit,476,ISO4217:JPY,2009-12-20,tax,,,,,
0001-20091220-105-1982-1-4425,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20091220-105-1982-1-4425,3,,,,,,,,,,111,現金,account,credit,20500,ISO4217:JPY,2009-12-20,proposed,忘年会会費,,,,
0001-20091220-105-1982-1-4425,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-105-1982-1-4425,4,,,,,,,,,,733,交際接待費,account,debit,10000,ISO4217:JPY,2009-12-20,proposed,景品代　阿部商店,,,,
0001-20091220-105-1982-1-4425,4,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20091220-105-1982-1-4425,5,,,,,,,,,,191,仮払消費税等,account,debit,500,ISO4217:JPY,2009-12-20,tax,,,,,
0001-20091220-105-1982-1-4425,5,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20091220-111-1983-1-4427,,,0001-20091220-111-1983-1-4427,entries,1983-4427,2008-08-19,manual,gj,General,111,,,,,,,,,,,,,
0001-20091220-111-1983-1-4427,1,,,,,,,,,,111,現金,account,debit,1216943,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No393株式会社　斉藤,,,,
0001-20091220-111-1983-1-4427,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-111-1983-1-4427,2,,,,,,,,,,152,売掛金,account,credit,1216943,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No393株式会社　斉藤,,,,
0001-20091220-111-1983-1-4427,2,,,,,,,,,,,,,,,,,,,trading partner,11,㈱斉藤,customer
0001-20091220-111-1983-1-4427,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-112-1984-1-4429,,,0001-20091220-112-1984-1-4429,entries,1984-4429,2008-08-19,manual,gj,General,112,,,,,,,,,,,,,
0001-20091220-112-1984-1-4429,1,,,,,,,,,,131,普通預金,account,debit,498420,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No394合同会社　たかだ,,,,
0001-20091220-112-1984-1-4429,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-112-1984-1-4429,1,2,,,,,,,,,,,,,,,,,,account sub,30,三井　名古屋,補助科目
0001-20091220-112-1984-1-4429,2,,,,,,,,,,152,売掛金,account,credit,498420,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No394合同会社　たかだ,,,,
0001-20091220-112-1984-1-4429,2,,,,,,,,,,,,,,,,,,,trading partner,21,(同)たかだ,customer
0001-20091220-112-1984-1-4429,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-112-1984-1-4429,3,,,,,,,,,,741,支払手数料,account,debit,450,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No394合同会社　たかだ,,,,
0001-20091220-112-1984-1-4429,3,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20091220-112-1984-1-4429,4,,,,,,,,,,191,仮払消費税等,account,debit,22,ISO4217:JPY,2009-12-20,tax,,,,,
0001-20091220-112-1984-1-4429,4,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20091220-112-1984-1-4429,5,,,,,,,,,,152,売掛金,account,credit,472,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No394合同会社　たかだ,,,,
0001-20091220-112-1984-1-4429,5,,,,,,,,,,,,,,,,,,,trading partner,21,(同)たかだ,customer
0001-20091220-112-1984-1-4429,5,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-113-1985-1-4431,,,0001-20091220-113-1985-1-4431,entries,1985-4431,2008-08-19,manual,gj,General,113,,,,,,,,,,,,,
0001-20091220-113-1985-1-4431,1,,,,,,,,,,131,普通預金,account,debit,2067242,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No395株式会社　ＹＡＧ,,,,
0001-20091220-113-1985-1-4431,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-113-1985-1-4431,1,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20091220-113-1985-1-4431,2,,,,,,,,,,152,売掛金,account,credit,2067242,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No395株式会社　ＹＡＧ,,,,
0001-20091220-113-1985-1-4431,2,,,,,,,,,,,,,,,,,,,trading partner,30,㈱YAG,customer
0001-20091220-113-1985-1-4431,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-113-1985-1-4431,3,,,,,,,,,,741,支払手数料,account,debit,700,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No395株式会社　ＹＡＧ,,,,
0001-20091220-113-1985-1-4431,3,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20091220-113-1985-1-4431,4,,,,,,,,,,191,仮払消費税等,account,debit,35,ISO4217:JPY,2009-12-20,tax,,,,,
0001-20091220-113-1985-1-4431,4,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20091220-113-1985-1-4431,5,,,,,,,,,,152,売掛金,account,credit,735,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No395株式会社　ＹＡＧ,,,,
0001-20091220-113-1985-1-4431,5,,,,,,,,,,,,,,,,,,,trading partner,30,㈱YAG,customer
0001-20091220-113-1985-1-4431,5,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-114-1986-1-4433,,,0001-20091220-114-1986-1-4433,entries,1986-4433,2008-08-19,manual,gj,General,114,,,,,,,,,,,,,
0001-20091220-114-1986-1-4433,1,,,,,,,,,,312,買掛金,account,debit,1155555,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No306株式会社　アタッチ,,,,
0001-20091220-114-1986-1-4433,1,,,,,,,,,,,,,,,,,,,trading partner,4,㈱ｱﾀｯﾁ,vendor
0001-20091220-114-1986-1-4433,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-114-1986-1-4433,2,,,,,,,,,,121,当座預金,account,credit,1155555,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No306株式会社　アタッチ,,,,
0001-20091220-114-1986-1-4433,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-114-1986-1-4433,2,2,,,,,,,,,,,,,,,,,,account sub,1,みずほ銀行,補助科目
0001-20091220-115-1987-1-4435,,,0001-20091220-115-1987-1-4435,entries,1987-4435,2008-08-19,manual,gj,General,115,,,,,,,,,,,,,
0001-20091220-115-1987-1-4435,1,,,,,,,,,,312,買掛金,account,debit,3677354,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No307株式会社　ハナダ,,,,
0001-20091220-115-1987-1-4435,1,,,,,,,,,,,,,,,,,,,trading partner,6,㈱ﾊﾅﾀﾞ,vendor
0001-20091220-115-1987-1-4435,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-115-1987-1-4435,2,,,,,,,,,,131,普通預金,account,credit,3677354,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No307株式会社　ハナダ,,,,
0001-20091220-115-1987-1-4435,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-115-1987-1-4435,2,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20091220-116-1988-1-4437,,,0001-20091220-116-1988-1-4437,entries,1988-4437,2008-08-19,manual,gj,General,116,,,,,,,,,,,,,
0001-20091220-116-1988-1-4437,1,,,,,,,,,,312,買掛金,account,debit,5286009,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No308株式会社　まつむら,,,,
0001-20091220-116-1988-1-4437,1,,,,,,,,,,,,,,,,,,,trading partner,11,㈱まつむら,vendor
0001-20091220-116-1988-1-4437,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-116-1988-1-4437,2,,,,,,,,,,131,普通預金,account,credit,5286009,ISO4217:JPY,2009-12-20,proposed,09年12月20日伝票No308株式会社　まつむら,,,,
0001-20091220-116-1988-1-4437,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-116-1988-1-4437,2,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20091220-118-1989-1-4439,,,0001-20091220-118-1989-1-4439,entries,1989-4439,2008-08-19,manual,gj,General,118,,,,,,,,,,,,,
0001-20091220-118-1989-1-4439,1,,,,,,,,,,754,事務用消耗品費,account,debit,7839,ISO4217:JPY,2009-12-20,proposed,コピー代,,,,
0001-20091220-118-1989-1-4439,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20091220-118-1989-1-4439,2,,,,,,,,,,191,仮払消費税等,account,debit,391,ISO4217:JPY,2009-12-20,tax,,,,,
0001-20091220-118-1989-1-4439,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20091220-118-1989-1-4439,3,,,,,,,,,,322,未払金,account,credit,8230,ISO4217:JPY,2009-12-20,proposed,コピー代,,,,
0001-20091220-118-1989-1-4439,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-135-1990-1-4441,,,0001-20091220-135-1990-1-4441,entries,1990-4441,2008-08-19,manual,gj,General,135,,,,,,,,,,,,,
0001-20091220-135-1990-1-4441,1,,,,,,,,,,754,事務用消耗品費,account,debit,4507,ISO4217:JPY,2009-12-20,proposed,事務用品,,,,
0001-20091220-135-1990-1-4441,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20091220-135-1990-1-4441,2,,,,,,,,,,191,仮払消費税等,account,debit,225,ISO4217:JPY,2009-12-20,tax,,,,,
0001-20091220-135-1990-1-4441,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20091220-135-1990-1-4441,3,,,,,,,,,,322,未払金,account,credit,4732,ISO4217:JPY,2009-12-20,proposed,事務用品,,,,
0001-20091220-135-1990-1-4441,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-141-1991-1-4443,,,0001-20091220-141-1991-1-4443,entries,1991-4443,2008-08-19,manual,gj,General,141,,,,,,,,,,,,,
0001-20091220-141-1991-1-4443,1,,,,,,,,,,121,当座預金,account,debit,6149070,ISO4217:JPY,2009-12-20,proposed,手形割引　かめだデパート,,,,
0001-20091220-141-1991-1-4443,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-141-1991-1-4443,1,2,,,,,,,,,,,,,,,,,,account sub,1,みずほ銀行,補助科目
0001-20091220-141-1991-1-4443,2,,,,,,,,,,150,受取手形,account,credit,6195437,ISO4217:JPY,2009-12-20,proposed,手形割引　かめだデパート,,,,
0001-20091220-141-1991-1-4443,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-141-1991-1-4443,3,,,,,,,,,,821,支払利息,account,debit,46367,ISO4217:JPY,2009-12-20,proposed,手形割引料,,,,
0001-20091220-141-1991-1-4443,3,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20091220-148-1992-1-4445,,,0001-20091220-148-1992-1-4445,entries,1992-4445,2008-08-19,manual,gj,General,148,,,,,,,,,,,,,
0001-20091220-148-1992-1-4445,1,,,,,,,,,,121,当座預金,account,debit,10087452,ISO4217:JPY,2009-12-20,proposed,手形満期　もみじデパート,,,,
0001-20091220-148-1992-1-4445,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-148-1992-1-4445,1,2,,,,,,,,,,,,,,,,,,account sub,1,みずほ銀行,補助科目
0001-20091220-148-1992-1-4445,2,,,,,,,,,,150,受取手形,account,credit,10087452,ISO4217:JPY,2009-12-20,proposed,手形満期　もみじデパート,,,,
0001-20091220-148-1992-1-4445,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-163-1993-1-4447,,,0001-20091220-163-1993-1-4447,entries,1993-4447,2008-08-19,manual,gj,General,163,,,,,,,,,,,,,
0001-20091220-163-1993-1-4447,1,,,,,,,,,,742,諸会費,account,debit,18000,ISO4217:JPY,2009-12-20,proposed,会費,,,,
0001-20091220-163-1993-1-4447,1,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20091220-163-1993-1-4447,2,,,,,,,,,,111,現金,account,credit,18000,ISO4217:JPY,2009-12-20,proposed,会費,,,,
0001-20091220-163-1993-1-4447,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-24-1970-1-4401,,,0001-20091220-24-1970-1-4401,entries,1970-4401,2008-08-19,manual,gj,General,24,,,,,,,,,,,,,
0001-20091220-24-1970-1-4401,1,,,,,,,,,,726,旅費交通費,account,debit,78686,ISO4217:JPY,2009-12-20,proposed,JR回数券,,,,
0001-20091220-24-1970-1-4401,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20091220-24-1970-1-4401,2,,,,,,,,,,191,仮払消費税等,account,debit,3934,ISO4217:JPY,2009-12-20,tax,,,,,
0001-20091220-24-1970-1-4401,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20091220-24-1970-1-4401,3,,,,,,,,,,111,現金,account,credit,82620,ISO4217:JPY,2009-12-20,proposed,JR回数券,,,,
0001-20091220-24-1970-1-4401,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-31-1971-1-4403,,,0001-20091220-31-1971-1-4403,entries,1971-4403,2008-08-19,manual,gj,General,31,,,,,,,,,,,,,
0001-20091220-31-1971-1-4403,1,,,,,,,,,,754,事務用消耗品費,account,debit,3132,ISO4217:JPY,2009-12-20,proposed,コピー代,,,,
0001-20091220-31-1971-1-4403,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20091220-31-1971-1-4403,2,,,,,,,,,,191,仮払消費税等,account,debit,156,ISO4217:JPY,2009-12-20,tax,,,,,
0001-20091220-31-1971-1-4403,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20091220-31-1971-1-4403,3,,,,,,,,,,322,未払金,account,credit,3288,ISO4217:JPY,2009-12-20,proposed,コピー代,,,,
0001-20091220-31-1971-1-4403,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-48-1972-1-4405,,,0001-20091220-48-1972-1-4405,entries,1972-4405,2008-08-19,manual,gj,General,48,,,,,,,,,,,,,
0001-20091220-48-1972-1-4405,1,,,,,,,,,,740,車両費,account,debit,4099,ISO4217:JPY,2009-12-20,proposed,ガソリン代,,,,
0001-20091220-48-1972-1-4405,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20091220-48-1972-1-4405,2,,,,,,,,,,191,仮払消費税等,account,debit,204,ISO4217:JPY,2009-12-20,tax,,,,,
0001-20091220-48-1972-1-4405,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20091220-48-1972-1-4405,3,,,,,,,,,,111,現金,account,credit,4303,ISO4217:JPY,2009-12-20,proposed,ガソリン代,,,,
0001-20091220-48-1972-1-4405,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-71-1973-1-4407,,,0001-20091220-71-1973-1-4407,entries,1973-4407,2008-08-19,manual,gj,General,71,,,,,,,,,,,,,
0001-20091220-71-1973-1-4407,1,,,,,,,,,,754,事務用消耗品費,account,debit,34992,ISO4217:JPY,2009-12-20,proposed,カウンター料金,,,,
0001-20091220-71-1973-1-4407,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20091220-71-1973-1-4407,2,,,,,,,,,,191,仮払消費税等,account,debit,1749,ISO4217:JPY,2009-12-20,tax,,,,,
0001-20091220-71-1973-1-4407,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20091220-71-1973-1-4407,3,,,,,,,,,,322,未払金,account,credit,36741,ISO4217:JPY,2009-12-20,proposed,カウンター料金,,,,
0001-20091220-71-1973-1-4407,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-73-1974-1-4409,,,0001-20091220-73-1974-1-4409,entries,1974-4409,2008-08-19,manual,gj,General,73,,,,,,,,,,,,,
0001-20091220-73-1974-1-4409,1,,,,,,,,,,791,雑費,account,debit,4762,ISO4217:JPY,2009-12-20,proposed,有線,,,,
0001-20091220-73-1974-1-4409,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20091220-73-1974-1-4409,2,,,,,,,,,,191,仮払消費税等,account,debit,238,ISO4217:JPY,2009-12-20,tax,,,,,
0001-20091220-73-1974-1-4409,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20091220-73-1974-1-4409,3,,,,,,,,,,322,未払金,account,credit,5000,ISO4217:JPY,2009-12-20,proposed,有線,,,,
0001-20091220-73-1974-1-4409,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-75-1975-1-4411,,,0001-20091220-75-1975-1-4411,entries,1975-4411,2008-08-19,manual,gj,General,75,,,,,,,,,,,,,
0001-20091220-75-1975-1-4411,1,,,,,,,,,,740,車両費,account,debit,2858,ISO4217:JPY,2009-12-20,proposed,ガソリン代,,,,
0001-20091220-75-1975-1-4411,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20091220-75-1975-1-4411,2,,,,,,,,,,191,仮払消費税等,account,debit,142,ISO4217:JPY,2009-12-20,tax,,,,,
0001-20091220-75-1975-1-4411,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20091220-75-1975-1-4411,3,,,,,,,,,,111,現金,account,credit,3700,ISO4217:JPY,2009-12-20,proposed,ガソリン代,,,,
0001-20091220-75-1975-1-4411,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20091220-75-1975-1-4411,4,,,,,,,,,,740,車両費,account,debit,286,ISO4217:JPY,2009-12-20,proposed,駐車代,,,,
0001-20091220-75-1975-1-4411,4,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
