No,module,kind,object class id,Oject Class term,Level,Card,attribute id,Property term,Representation term qualifier,Representation term,Associated Object Class,Semantic data type,Description,Type,Oject Class term (entity),Property term (attribute),Representation term (domain),Ref. Object Class,Ref. Property,Tag
301,GL,BBIE,GL03,GL Details,2,0..1,13,Reversal Indicator,,Code,,Code,"Indicates whether this entry is a reversal or to be reversed.EXAMPLE   1 is the entry is a reversal, 2 is the entry is being reversed, an empty ("" "") is none of the above or system-generated indicators.",A,GL DETAILS,Reversal Indicator,REVERSAL INDICATOR CODE,,,RevInd
302,GL,BBIE,GL03,GL Details,2,0..1,14,Reversal Journal ID,,Identifier,,Code,"When the Reversal_Indicator [RevInd] = 1, this field identifies the Journal_ID [JrnId] of the entry being reversed.",A,GL DETAILS,Reversal Journal ID,IDENTIFIER 100,,,RevJrnId
303,GL,BBIE,GL03,GL Details,2,0..1,15,Cancellation,,Indicator,,Indicator,"Sign of cancellation of a journal entry already formed but not yet posted.EXAMPLE   0 is entry is not cancelled, 1 is entry is cancelled.",A,GL DETAILS,Cancellation Sign,BOOLEAN,,,CnclSign
304,GL,RFBIE,GL03,GL Details,2,0..1,16,Account Segment Employee,,,Employee,REF,"Fixed account segment, recording information related to an employee (e.g. loan to corporate officers).The value stored in this field stored is Employee_ID [EmpId].Shall match the Employee_ID [EmpId] in the BAS_Employee [BasEmp] table through GL_Account_Segment [GlAcntSg].",A,GL DETAILS,Account Segment Employee,IDENTIFIER 60,BAS EMPLOYEE,Employee ID,AcntSgEmp
305,GL,RFBIE,GL03,GL Details,2,0..1,17,Account Segment Project,,,Project,REF,"Fixed account segment, recording information related to a project.EXAMPLE   Construction projects that require separate accounting.The value of this field stored is Project_ID [ProjId].Shall match the Project_ID [ProjId] in the BAS_Project [BasProj] table through GL_Account_Segment [GlAcntSg].",A,GL DETAILS,Account Segment Project,IDENTIFIER 60,BAS PROJECT,Project ID,AcntSgProj
306,GL,RFBIE,GL03,GL Details,2,0..1,18,Account Segment Bank Account,,,Bank Account,REF,"Fixed account segment, recording information related to bank accounts.The value of this field stored is Bank_Account_Number [BankAcntNr]. More information about a certain bank account can be obtained from the BAS_Bank_Account [BasBankAcnt] table.Shall match the Bank_Account_Number [BankAcntNr] in the BAS_Bank_Account [BasBankAcnt] table through GL_Account_Segment [GlAcntSg].",A,GL DETAILS,Account Segment Bank Account,IDENTIFIER 60,BAS BANK ACCOUNT,Bank Account Number,AcntSgBankAcnt
307,GL,ASBIE,GL03,GL Details,2,0..1,19,Specified,,,Monetary Amopunt,,"Related amount expressed in functional, transaction, reporting and local currency.",E,AMOUNT,,,,,Amt
308,GL,BBIE,GL03,GL Details,3,0..1,1,Functional Amount,,Amount,,Amount,Amount recorded in the functional or group currency.,A,AMOUNT,Functional Amount,AMOUNT,,,FuncAmt
310,GL,BBIE,GL03,GL Details,3,0..1,2,Transaction Amount,,Amount,,Amount,Amount recorded in the transaction currency.,A,AMOUNT,Transaction Amount,AMOUNT,,,TrAmt
312,GL,BBIE,GL03,GL Details,3,0..1,3,Reporting Amount,,Amount,,Amount,Amount recorded in the reporting currency.,A,AMOUNT,Reporting Amount,AMOUNT,,,RprtAmt
314,GL,BBIE,GL03,GL Details,3,0..1,4,Local Amount,,Amount,,Amount,Amount recorded in the local currency.,A,AMOUNT,Local Amount,AMOUNT,,,LocAmt
315.5,GL,ASBIE,GL03,GL Details,2,0..1,20,,,,,,,,,,,,,
309,GL,BBIE,GL03,GL Details,3,0..1,1,Functional Currency Code,,,Currency,REF,Code of the functional or group currency (in accordance with ISO 4217).Shall match the Currency_Code [CurCd] in the BAS_Currency [BasCur] table.,A,AMOUNT,Functional Currency Code,CURRENCY CODE,BAS CURRENCY,Currency Code,FuncCurCd
311,GL,BBIE,GL03,GL Details,3,0..1,2,Transaction Currency Code,,,Currency,REF,The code of currency used in the actual transaction (in accordance with ISO 4217).Shall match the Currency_Code [CurCd] in the BAS_Currency [BasCur] table.,A,AMOUNT,Transaction Currency Code,CURRENCY CODE,BAS CURRENCY,Currency Code,TrCurCd
313,GL,BBIE,GL03,GL Details,3,0..1,3,Reporting Currency Code,,,Currency,REF,The code of currency used for non-consolidated reporting (in accordance with ISO 4217).Shall match the Currency_Code [CurCd] in the BAS_Currency [BasCur] table.,A,AMOUNT,Reporting Currency Code,CURRENCY CODE,BAS CURRENCY,Currency Code,RprtCurCd
315,GL,BBIE,GL03,GL Details,3,0..1,4,Local Currency Code,,,Currency,REF,The code of currency used for local country reporting requirements  (in accordance with ISO 4217).Shall match the Currency_Code [CurCd] in the BAS_Currency [BasCur] table.,A,AMOUNT,Local Currency Code,CURRENCY CODE,BAS CURRENCY,Currency Code,LocCurCd
316,GL,ASBIE,GL03,GL Details,2,0..1,21,Responsible,,,Created,,Information about the data that was created into the system.,E,CREATED,,,,,Crea
317,GL,RFBIE,GL03,GL Details,3,0..1,1,Ctrated By,,,User,REF,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,A,CREATED,User ID,IDENTIFIER 25,BAS USER,User ID,UserId
318,GL,BBIE,GL03,GL Details,3,0..1,2,Created On,,Date,,Date,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",A,CREATED,Date,DATE,,,Dt
319,GL,BBIE,GL03,GL Details,3,0..1,3,Created At,,Time,,Time,The time of activity.,A,CREATED,Time,TIME,,,Tm
320,GL,ASBIE,GL03,GL Details,2,0..1,22,Responsible,,,Approved,,Information about the data was approved within the system.,E,APPROVED,,,,,Aprv
321,GL,RFBIE,GL03,GL Details,3,0..1,1,Approved By,,,User,REF,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,A,APPROVED,User ID,IDENTIFIER 25,BAS USER,User ID,UserId
322,GL,BBIE,GL03,GL Details,3,0..1,2,Approved On,,Date,,Date,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",A,APPROVED,Date,DATE,,,Dt
323,GL,ASBIE,GL03,GL Details,2,0..1,23,Responsible,,,Posted,,Information about the data that was posted.,E,POSTED,,,,,Posted
324,GL,RFBIE,GL03,GL Details,3,0..1,1,Recorded By,,,User,REF,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,A,POSTED,User ID,IDENTIFIER 25,BAS USER,User ID,UserId
325,GL,ASBIE,GL03,GL Details,2,0..n,24,Account Segment,,,Account Segment,,Contains associated Account Segment information.,E,ACCOUNT SEGMENT,,,,,AcntSg
326,GL,BBIE,GL03,GL Details,3,1..1,1,Account Segment Number,,Text,,Text,Sequence number of the associated Account Segment. Must match Account_Segment_Number [AcntSgNr] in GL_Account_Segment [GlAcntSg] in relation to the GL_Account_Number [GlAcntNr] concerned.,A,ACCOUNT SEGMENT,Account Segment Number,TEXT 60,,,AcntSgNr
327,GL,BBIE,GL03,GL Details,3,0..1,2,Account Segment Name,,Text,,Text,Account Segment Code.,A,ACCOUNT SEGMENT,Account Segment Code,TEXT 60,,,AcntSgCd
327.2,GL,ASBIE,GL03,GL Details,3,1..1,25,Specified,,,Customized Account Segment,,,,,,,,,
327.4,GL,BBIE,GL03,GL Details,4,1..1,1,Customized Account Segment Code,,Code,,Code,,,,,,,,
327.6,GL,ASBIE,GL03,GL Details,4,1..1,26,Specified,,,Customized Account Value,,,,,,,,,
327.8,GL,BBIE,GL03,GL Details,5,1..1,3,Customized Account Segment Name,,Text,,Text,,,,,,,,
328,GL,ASBIE,GL03,GL Details,2,0..n,27,Business Segment,,,Business Segment,,Contains associated Business Segment information.,E,BUSINESS SEGMENT,,,,,BusSg
330,GL,BBIE,GL03,GL Details,3,1..1,1,Business Segment Code,,Code,,Code,Contains a code to identify the associated business segment. Must match the Business_Segment_Code [BusSgCd] in BAS_Business_Segment [BasBusSg].,A,,,,,,
330.5,GL,BBIE,GL03,GL Details,3,0..1,2,Business Segment Name,,Text,,Text,The name of the Business Segment.,A,BUSINESS SEGMENT,Sequence Number,REFERENCE LEVEL,,,SqNr
329,GL,BBIE,GL03,GL Details,3,1..1,3,Segment Reference Level,,Code,,Code,Number or text to keep the Business Segments in a predefined order.,A,BUSINESS SEGMENT,Sequence Number,REFERENCE LEVEL,,,SqNr
329.5,GL,BBIE,GL03,GL Details,3,0..1,4,Business Segment Type Name,,Text,,Text,,,,,,,,
331,GL,ABIE,GL04,Source,1,--,0,Details,,,,,"Contains additional information about the sources provided in the GL_Details [GlDtls] table. Each source shall include a description of the ERP system or accounting package, from which the data is extracted, and information related to the business process the data represents.",E,GL SOURCE,,,,,GlSrc
332,GL,IDBIE,GL04,Source,2,1..1,1,Source Code,,Identifier,,PK,"Code for the posting source (code for the source from which the journal entry originated).EXAMPLE   Sales journal, cash receipts journal, general journal, payroll journal, accountant manual entry, spreadsheet.The code shall be a unique indicator for the underlying source.",A,GL SOURCE,Source Code,IDENTIFIER 25,,,SrcCd
333,GL,BBIE,GL04,Source,2,0..1,2,Source Description,,Text,,Text,Description of the source system.,A,GL SOURCE,Source Description,TEXT 1000,,,SrcDscr
334,GL,BBIE,GL04,Source,2,0..1,3,ERP Subledger Module,,Text,,Text,"Description of the subledger or ERP module from which the journal entry originated.This should tie back to a system or significant accounting process. In some instances, it can be represented by the source system.",A,GL SOURCE,ERP Subledger Module,TEXT 100,,,ErpSbldgrMod
335,GL,BBIE,GL04,Source,2,0..1,4,System Manual Identifier,,Identifier,,Code,"Indicates whether the journal entry is system-generated or manually-entered.EXAMPLE   S is system-generated, M is manually-entered.",A,GL SOURCE,System Manual Identifier,SYSTEM MANUAL IDENTIFIER,,,SystManualId
336,GL,BBIE,GL04,Source,2,0..1,5,Business Process Major,,Text,,Text,Major class of transaction associated with a business process.EXAMPLE   Sales.,A,GL SOURCE,Business Process Major,TEXT 100,,,BusProcMajor
337,GL,BBIE,GL04,Source,2,0..1,6,Business Process Minor,,Text,,Text,"Sub-process of a major business process.EXAMPLE   Orders, returns, discounts.",A,GL SOURCE,Business Process Minor,TEXT 100,,,BusProcMinor
338,GL,ABIE,GL05,Account Segment,1,--,0,Details,,,,,"Contains the code and name for the account segment, as well as the GL_Account_Number [GlAcntNr] to which the account segment is related. Account Segment provides additional information for particular GL_Accounts (e.g. the AR contains the information regarding supplier, customer, employee, and project). Such information would be treated as an Account Segment below A/R, thus resulting in a lengthy account structure. The Account Segment structure is therefore defined as a set to record related information, which efficiently stops account names and numbers from becoming too long and too complex. Account Segment is more flexible to capture the complicated information.Some of the most frequently used account segments (e.g. project, employee, bank account) are defined as fixed fields in tables, such as GL_Details [GlDtls]. These segments are called ""fixed account segments"" in the document. Fixed account segments and other customized account segments are covered in this table.",E,GL ACCOUNT SEGMENT,,,,,GlAcntSg
339,GL,IDBIE(RFBIE),GL05,Account Segment,2,1..1,1,GL Account Number,,,Chart Of Accounts,PK,Number of the GL account. This number is generated either by manual input or by the system.Shall match the GL_Account_Number [GlAcntNr] used in the BAS_Chart_Of_Accounts [BasChartOfAcnts] table.,A,GL ACCOUNT SEGMENT,GL Account Number,GL ACCOUNT NUMBER 100,BAS CHART OF ACCOUNTS,GL Account Number,GlAcntNr
340,GL,BBIE,GL05,Account Segment,2,1..1,2,Account Segment Number,,Text,,Text,"Number of the Account_Segment.Case 1: If the value of this field is 0, the record is used to explain a fixed account segment that is distinguished by the Account_Segment_Name [AcntSgNm] of the record.Case 2: If the value of this field is 5, the record is used to explain the No.5 field of Account_Segment_X, named Account_Segment_5 in the tables, such as GL_Details [GlDtls].This number is generated either by manual input or by the system.",A,GL ACCOUNT SEGMENT,Account Segment Number,TEXT 60,,,AcntSgNr
341,GL,BBIE,GL05,Account Segment,2,1..1,3,Account Segment Name,,Identifier,,Code,"Name of the Account_Segment.Case 1: If the value of the Account_Segment_Number [AcntSgNr] of the record is 0, the field contains the name of a fixed account segment, such as Account_Segment_Employee [AcntSgEmp].Case 2: If the value of the Account_Segment_Number [AcntSgNr] of the record is 5, the field value should be the name of a customized account segment, such as welfare expenditure.",A,GL ACCOUNT SEGMENT,Account Segment Name,IDENTIFIER 200,,,AcntSgNm
342,GL,BBIE,GL05,Account Segment,2,0..1,4,Corresponding File,,Text,,Text,"Table corresponding to the account segment. Case 1: If the value of the Account_Segment_Number [AcntSgNr] of the record is 0, the field contains the table name corresponding to the fixed account segment, such as BAS_Employee [BasEmp] for Account_Segment_Employee [AcntSgEmp].Case 2: If the value of the Account_Segment_Number [AcntSgNr] is larger than 0, and no other table besides BAS_Customized_ACC_Segment [BasCstmzdAccSg] contains the basic information of the customized account segment, the field value should be BAS_Customized_ACC_Segment [BasCstmzdAccSg].Case 3: If the value of the Account_Segment_Number [AcntSgNr] is larger than 0, and there is a table containing the basic information of the customized account segment, the field value should be the table's name, such as BAS_Customer [BasCust].",A,GL ACCOUNT SEGMENT,Corresponding File,TEXT 200,,,CorrFile
343,GL,BBIE,GL05,Account Segment,2,0..1,5,Account Segment Description,,Text,,Text,Detailed description of the Account_Segment_Name [AcntSgNm].,A,GL ACCOUNT SEGMENT,Account Segment Description,TEXT 1000,,,AcntSgDscr
344,GL,RFBIE,GL05,Account Segment,2,0..1,6,Customized ACC Segment Code,,,Customized Account Segment,REF,Code for the customized account segment.Shall match the Customized_ACC_Segment_Code [CstmzdAccSgCd] in the BAS_Customized_ACC_Segment [BasCstmzdAccSg] table.,A,GL ACCOUNT SEGMENT,Customized ACC Segment Code,IDENTIFIER 60,BAS CUSTOMIZED ACC SEGMENT,Customized ACC Segment Code,CstmzdAccSgCd
1001,Common,ABIE,CM01,Created,1,--,0,Details,,,,,Information about the data that was created into the system.,,,,,,,
1002,Common,RFBIE,CM01,Created,2,0..1,1,Ctrated By,,,User,REF,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,,,,,,,
1003,Common,BBIE,CM01,Created,2,0..1,2,Created On,,Date,,Date,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",,,,,,,
1004,Common,BBIE,CM01,Created,2,0..1,3,Created At,,Time,,Time,The time of activity.,,,,,,,
1005,Common,ABIE,CM02,Approved,1,--,0,Details,,,,,Information about the data was approved within the system.,,,,,,,
1006,Common,RFBIE,CM02,Approved,2,0..1,1,Approved By,,,User,REF,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,,,,,,,
1007,Common,BBIE,CM02,Approved,2,0..1,2,Approved On,,Date,,Date,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",,,,,,,
1008,Common,ABIE,CM03,Approved,1,--,0,Details,,,,,Information about the data was approved within the system.,,,,,,,
1009,Common,RFBIE,CM03,Approved,2,0..1,1,Approved By,,,User,REF,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,,,,,,,
1010,Common,BBIE,CM03,Approved,2,0..1,2,Approved On,,Date,,Date,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",,,,,,,
1011,Common,ABIE,CM04,Posted,1,--,0,Details,,,,,Information about the data that was posted.,,,,,,,
1012,Common,RFBIE,CM04,Posted,2,0..1,1,Recorded By,,,User,REF,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,,,,,,,
1013,Common,ABIE,CM05,Address,1,--,0,Details,,,,,Address information,,,,,,,
1014,Common,BBIE,CM05,Address,2,0..1,1,Street Address1,,Text,,Text,Line 1 of the street address.,,,,,,,
1015,Common,BBIE,CM05,Address,2,0..1,2,Street Address2,,Text,,Text,Line 2 of the street address.,,,,,,,
1016,Common,BBIE,CM05,Address,2,0..1,3,City Name,,Text,,Text,City name of this address.,,,,,,,
1017,Common,BBIE,CM05,Address,2,0..1,4,State Province Code,,Code,,Code,The state or province of this address (in accordance with ISO 3166-2).,,,,,,,
1018,Common,BBIE,CM05,Address,2,0..1,5,Postal Code,,Code,,Code,Zip or postal code of this address.,,,,,,,
1019,Common,BBIE,CM05,Address,2,0..1,6,Country Code,,Code,,Code,The country code of this address (in accordance with ISO 3166-1).,,,,,,,
1020,Common,ABIE,CM06,Contact,1,--,0,Details,,,,,Contact information.,,,,,,,
1021,Common,BBIE,CM06,Contact,2,0..1,1,Name,,Text,,Text,Name of the contact.,,,,,,,
1022,Common,BBIE,CM06,Contact,2,0..1,2,Phone,,Code,,Code,The phone number of the contact.,,,,,,,
1023,Common,BBIE,CM06,Contact,2,0..1,3,Email,,Code,,Code,The email address of the contact.,,,,,,,
1024,Common,ABIE,CM07,Monetary Amount,1,--,0,Details,,,,,,,,,,,,
1025,Common,BBIE,CM07,Monetary Amount,2,1..1,1,Functional Amount,,Amount,,Amount,,,,,,,,
1026,Common,BBIE,CM07,Monetary Amount,2,0..1,2,Transaction Amount,,Amount,,Amount,,,,,,,,
1027,Common,BBIE,CM07,Monetary Amount,2,0..1,3,Reporting Amount,,Amount,,Amount,,,,,,,,
1028,Common,BBIE,CM07,Monetary Amount,2,0..1,4,Local Amount,,Amount,,Amount,,,,,,,,
1029,Common,ABIE,CM08,Currency Code,1,--,0,Details,,,,,,,,,,,,
1030,Common,RFBIE,CM08,Currency Code,2,1..1,1,Functional Currency Code,,,Currency,REF,,,,,,,,
1031,Common,RFBIE,CM08,Currency Code,2,0..1,2,Transaction Currency Code,,,Currency,REF,,,,,,,,
1032,Common,RFBIE,CM08,Currency Code,2,0..1,3,Reporting Currency Code,,,Currency,REF,,,,,,,,
1033,Common,RFBIE,CM08,Currency Code,2,0..1,4,Local Currency Code,,,Currency,REF,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
