Module,#,Table,No.,Name,Datatype,Representation,Description,Level,Key,Ref Field,Ref Table,Kind,Dictionary Entry Name,Object Class Term Qualifier,Object Class Term,Property Term Qualifier,Property Term,Datatype Qualifier,Representation term,Associated Object Class Term Qualifier,Associated Object Class,Occurrence Min,Occurrence Max,XBRL GL Taxonomy Element
Purchase,57,PUR_Materials_Received_Details,12,Order_Line_Unit_Price,Decimal,%22.8f,Purchase order line price per unit. May be set to NULL if no transaction related purchase order.,2,,,,BBIE,ADC_ Material Received Line. Unit Price. Amount,ADC,Material Received Line,,Unit Price,,Amount,,,0,1,
Purchase,57,PUR_Materials_Received_Details,13,Order_Line_Transaction_Amount,Decimal,%22.4f,Monetary amount for the line item in the purchase order related to the receipt shipping document in transaction currency. May be set to NULL if no transaction related purchase order. Otherwise shall match the Order_Line_Transaction_Amount in the PUR_Orders_Details table.,2,,,,BBIE,ADC_ Material Received Line. Amount,ADC,Material Received Line,,Amount,Transaction,Amount,,,0,1,
Purchase,57,PUR_Materials_Received_Details,14,,,,,1,,,,ASBIE,ADC_ Material Received Line. X. ADC_ Business Segment,ADC,Material Received Line,,X,,,ADC,Business Segment,0,n,
Inventory,58,INV_Location,0,,,,Information of inventory locations where inventory may be tracked is contained in Table 121.,,,,,ABIE,ADC_ Inventory Location. Details,ADC,Inventory Location,,,,,,,,,
Inventory,58,INV_Location,1,Location_ID,String,%75s,The unique identifier for the organization. Typically autogenerated by the system.,1,PK,,,IDBIE,ADC_ Inventory Location. ID,ADC,Inventory Location,,Identification,,Identifier,,,1,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Inventory,58,INV_Location,2,Location_Code,String,%80s,"The code of the location used to identify inventory location at the local, rather than organizational level.",1,,,,BBIE,ADC_ Inventory Location. Location. Code,ADC,Inventory Location,,Location,,Code,,,0,1,gl-bus:organizationAddressLocationIdentifier
Inventory,58,INV_Location,3,Parent_Location_ID,String,%75s,"Parent or containing organization for this reporting (sub) unit, where applicable. Shall be a valid entry of Location_ID from this table.",2,,,,RFBIE,ADC_ Inventory Location. Parent. ADC_ Location,ADC,Inventory Location,,Parent,,,ADC,Inventory Location,0,1,
Inventory,58,INV_Location,4,Location_Description,String,%1000s,"Textual description of the location identified by Location_Code; for example, location name.",2,,,,BBIE,ADC_ Inventory Location. Description,ADC,Inventory Location,,Description,,Text,,,0,1,gl-bus:organizationAddressDescription
Inventory,58,INV_Location,5,Location_Type,String,%12s,"Freeform description of the location type. EXAMPLE Warehouse, manufacturing floor, shipping and brokerage.",1,,,,BBIE,ADC_ Inventory Location. Location Type. Code,ADC,Inventory Location,,Location Type,,Code,,,1,1,gl-bus:organizationAddressPurpose
Inventory,58,INV_Location,6,,,,,1,,,,ASBIE,ADC_ Inventory Location. Physical_ Address. ADC_ Address,ADC,Inventory Location,Physical,Address,,,ADC,Address,0,1,
Inventory,58,INV_Location,12,Inventory_Organization_Code,String,%25s,The code of the inventory organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,2,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Inventory Location. Inventory Organization. ADC_ Business Segment,ADC,Inventory Location,,Inventory Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Inventory,58,INV_Location,13,Location_Active_Flag,Boolean,%1c,This indicates whether this location is active or inactive. EXAMPLE 1 is active and 0 is inactive.,1,,,,BBIE,ADC_ Inventory Location. Active Flag. Indicator,ADC,Inventory Location,,Active Flag,,Indicator,,,0,1,
Inventory,58,INV_Location,14,,,,,1,,,,ASBIE,ADC_ Inventory Location. X. ADC_ Business Segment,ADC,Inventory Location,,X,,,ADC,Business Segment,0,n,
Inventory,59,INV_Product_Type,0,,,,Inventory product type information and the tree structure information of inventory product type are contained in Table 123.,,,,,ABIE,ADC_ Product Type. Details,ADC,Product Type,,,,,,,,,
Inventory,59,INV_Product_Type,1,Inventory_Product_Type_ID,String,%60s,The unique identifier for the inventory product type used to express inventory or product type with hierarchy. Typically auto-generated by the system.,1,PK,,,IDBIE,ADC_ Product Type. ID,ADC,Product Type,,Identification,,Identifier,,,1,1,gl-bus:measurableIDOther
Inventory,59,INV_Product_Type,2,Inventory_Product_Type_Code,String,%80s,"The code of the inventory product type. EXAMPLE ""01""=""raw materials"", ""02""=""work in-progress"", ""03""=""finished goods"", and ""04""=""supplies"".",1,,,,BBIE,ADC_ Product Type. Product Type Code,ADC,Product Type,,Product Type Code,,Code,,,0,1,
Inventory,59,INV_Product_Type,3,Inventory_Product_Type_Name,String,%100s,"The name of the inventory product type. EXAMPLE Raw materials, work inprogress, finished goods and supplies.",1,,,,BBIE,ADC_ Product Type. Inventory Product Type Name,ADC,Product Type,,Inventory Product Type Name,,Name,,,0,1,
Inventory,59,INV_Product_Type,4,INV_Product_Type_Description,String,%1000s,The description of the inventory product type.,1,,,,BBIE,ADC_ Product Type. Description,ADC,Product Type,,Description,,Text,,,0,1,gl-cor:entryComment
Inventory,59,INV_Product_Type,5,Parent_INV_Product_Type_ID,String,%60s,The unique identifier for the parent inventory product type. Typically auto-generated by the system. Shall match the Inventory_Product_Type_ID of the record of parent inventory type in the INV_Product_Type table.,2,REF,Inventory_Product_Type_ID,INV_Product_Type,RFBIE,ADC_ Product Type. Parent. ADC_ Product Type,ADC,Product Type,,Parent,,,ADC,Product Type,0,1,
Inventory,59,INV_Product_Type,6,,,,,1,,,,ASBIE,ADC_ Product Type. X. ADC_ Business Segment,ADC,Product Type,,X,,,ADC,Business Segment,0,n,
Inventory,60,INV_Product,0,,,,"Basic attributes of inventory items and other tracked items through the purchase, use and sales are contained in Table 125.",,,,,ABIE,ADC_ Inventory Product. Details,ADC,Product,,,,,,,,,
Inventory,60,INV_Product,1,Product_ID,String,%75s,The unique identifier for the inventory item. Typically auto-generated by the system.,1,PK,,,IDBIE,ADC_ Inventory Product. ID,ADC,Product,,Identification,,Identifier,,,1,1,gl-bus:measurableIDOther
Inventory,60,INV_Product,2,Product_Code,String,%80s,The internal code of the inventory product at the local level for tracking this product.,1,,,,BBIE,ADC_ Inventory Product. Inventory_ Product Code,ADC,Product,Inventory,Product Code,,Code,,,0,1,gl-bus:measurableID
Inventory,60,INV_Product,3,Product_Type_ID,String,%60s,The unique identifier for the inventory product type used to express inventory or product type with hierarchy. Typically auto-generated by the system. Shall match the Inventory_Product_Type_ID in the INV_Product_Type table.,2,REF,Inventory_Product_Type_ID,INV_Product_Type,RFBIE,ADC_ Inventory Product. Classified. ADC_ Product Type,ADC,Product,,Classified,,,ADC,Product Type,0,1,
Inventory,60,INV_Product,4,Product_Group1,String,%25s,Product descriptor #1. EXAMPLE Tires or accessories.,2,,,,BBIE,ADC_ Inventory Product. Product Group1. Code,ADC,Product,,Product Group1,,Code,,,0,1,gl-bus:measurableCodeDescription
Inventory,60,INV_Product,5,Product_Group2,String,%25s,Product descriptor #2. EXAMPLE Brand.,2,,,,BBIE,ADC_ Inventory Product. Product Group2. Code,ADC,Product,,Product Group2,,Code,,,0,1,gl-bus:measurableCategory
Inventory,60,INV_Product,6,Inventory_Bar_Code,String,%60s,Universal Product Code or other external identifier. EXAMPLE The product code from a primary supplier.,2,,,,BBIE,ADC_ Inventory Product. Bar Code,ADC,Product,,Bar Code,,Code,,,0,1,gl-bus:measurableIDOther
Inventory,60,INV_Product,7,Description,,,Product description (plain English) to indicate the name or other identifying characteristics of the product.,,,,,BBIE,ADC_ Inventory Product. Description,,Product,,Description,,Text,,,0,1,
Inventory,60,INV_Product,8,Preferred_Supplier_ID,String,%100s,"The unique identifier for the supplier that the organization has designated as the first choice from whom to procure this item. Selection may be for contractual or practical reasons, which may include historical reliability and quality, advantageous terms (e.g. delivery or pricing), specific customer request, or other reasons. Typically auto-generated by the system. Shall match the Supplier_Account_ID from the BAS_Supplier table.",2,REF,Supplier_Account_ID,BAS_Supplier,RFBIE,ADC_ Inventory Product. Preferred. ADC_ Supplier,ADC,Product,,Preferred,,,ADC,Supplier,0,1,"gl-cor:identifierCode with gl-cor:identifierType = ""vendor"""
Inventory,60,INV_Product,9,Basic_UOM_Code,String,%80s,"The code of the basic measurement unit for inventory, which cannot be further separated; for example, the basic measurement unit for pencil is pieces, however, the business can also use boxes as measurement unit for stocking or managerial purpose. Shall match the UOM_Code in the BAS_Measurement_Unit table.",2,REF,UOM_Code,BAS_Measurement_Unit,RFBIE,ADC_ Inventory Product. Basic_ Unit Of Measurement. ADC_ Measurement Unit,ADC,Product,Basic,Unit Of Measurement,,,ADC,Measurement Unit,0,1,gl-bus:measurableUnitOfMeasure with gl-bus:measurableQualifier = “basic”
Inventory,60,INV_Product,10,Default_Costing_Method,String,%60s,"Description of the costing method. EXAMPLE LIFO, FIFO, average, standard, and specific identification.",2,,,,BBIE,ADC_ Inventory Product. Default Costing Method. Code,ADC,Product,,Default Costing Method,,Code,,,0,1,"gl-ehm:costingMethodCode (enumerated) with values like LIFO, FIFO, tax _basis, book_basis and gl-ehm:costingMethodDescription (freeform)"
Inventory,60,INV_Product,11,GL_Asset_Account_Number,String,%100s,"The number of GL account on which the balance sheet amount of inventory product is recognized; for example, identifier for the raw inventory account. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.",2,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Inventory Product. Asset_ GL Account Number. ADC_ Chart Of Accounts,ADC,Product,Asset,GL Account Number,,,ADC,Chart Of Accounts,0,1,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""debit-value"" in a second account structure"
Inventory,60,INV_Product,12,GL_Cost_Account_Number,String,%100s,"The number of GL account on which the income statement amount of inventory product is recognized; for example, identifier for the cost of sales account. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.",2,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Inventory Product. Cost_ GL Account Number. ADC_ Chart Of Accounts,ADC,Product,Cost,GL Account Number,,,ADC,Chart Of Accounts,0,1,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""credit-value"" in a second account structure"
Inventory,60,INV_Product,13,Out_Of_Service_Date,Date,%10c,"The date the inventory is out of service; for example, the date when inventory is discontinued due to changes in design and replacement of materials.",2,,,,BBIE,ADC_ Inventory Product. Out Of Service Date,ADC,Product,,Out Of Service Date,,Date,,,0,1,gl-ehm:serialLotExpiration
Inventory,60,INV_Product,14,Out_Of_Service_Flag,Boolean,%1c,"The sign of out-of-service status. EXAMPLE 0 means no, and 1 means yes.",2,,,,BBIE,ADC_ Inventory Product. Out Of Service Flag. Indicator,ADC,Product,,Out Of Service Flag,,Indicator,,,0,1,
Inventory,60,INV_Product,15,Lot_Number,String,%60s,The number associated with a product that is used for tracking and managing the lot.,2,,,,BBIE,ADC_ Inventory Product. Lot Number. Code,ADC,Product,,Lot Number,,Code,,,0,1,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select “lot” from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use “other” from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"
Inventory,60,INV_Product,16,Serial_Number,String,%60s,"The number associated with an individual product item that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer assigned an individual serial number).",2,,,,BBIE,ADC_ Inventory Product. Serial Number. Code,ADC,Product,,Serial Number,,Code,,,0,1,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select “serial” from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use “other” from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"
Inventory,60,INV_Product,17,,,,,1,,,,ASBIE,ADC_ Product. X. ADC_ Business Segment,ADC,Product,,X,,,ADC,Business Segment,0,n,
Inventory,61,INV_On_Hand,0,,,,"Information of inventory on hand, for example, suppliers, quantities of items by location and amounts as of the specified date is contained in Table 127.",,,,,ABIE,ADC_ Inventory On Hand. Details,ADC,Inventory On Hand,,,,,,,,,
Inventory,61,INV_On_Hand,1,Inventory_ID,String,%75s,"The unique identifier for the inventory. Typically auto-generated by the system. The unique value means that each line in the data table under consideration has a unique, non-repetitive, serial number for identification.",1,PK,,,IDBIE,ADC_ Inventory On Hand. ID,ADC,Inventory On Hand,,Identification,,Identifier,,,1,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Inventory,61,INV_On_Hand,2,,String,%75s,The unique identifier for the inventory item. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,1,REF,Inventory_Product_ID,INV_Product,RFBIE,ADC_ Inventory On Hand. Corresponding. ADC_ Product,ADC,Inventory On Hand,,Corresponding,,,ADC,Product,1,1,gl-bus:measurableIDOther
Inventory,61,INV_On_Hand,3,Lot_Number,String,%60s,The number associated with a product that is used for tracking and managing the lot.,2,,,,BBIE,ADC_ Inventory On Hand. Lot Number. Code,ADC,Inventory On Hand,,Lot Number,,Code,,,0,1,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select “lot” from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use “other” from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"
Inventory,61,INV_On_Hand,4,Serial_Number,String,%60s,"The number associated with an individual product item that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer assigned an individual serial number).",2,,,,BBIE,ADC_ Inventory On Hand. Serial Number. Code,ADC,Inventory On Hand,,Serial Number,,Code,,,0,1,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select “serial” from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use “other” from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"
Inventory,61,INV_On_Hand,5,Inventory_ABC_Code,String,%25s,"The code of the importance, monetary value, or other measure of this item according to Markov's rule for selective inventory control, where 20% of items are responsible for 80% of the value or risk. A = top 20% representing 80% of risk; B =30%, representing 15% of risk; C =50% of items representing only 5% of the risk.",2,,,,BBIE,ADC_ Inventory On Hand. ABC. Code,ADC,Inventory On Hand,,ABC,,Code,,,0,1,gl-bus:allocationCode
Inventory,61,INV_On_Hand,6,Location_ID,String,%75s,The unique identifier for the organizations. Shall be a valid entry in INV_Location table. Typically autogenerated by the system. Shall match the Location_ID in the INV_Location table.,1,REF,Location_ID,INV_Location,RFBIE,ADC_ Inventory On Hand. Locatied. ADC_ Location,ADC,Inventory On Hand,,Located,,,ADC,Inventory Location,0,1,
Inventory,61,INV_On_Hand,7,Inventory_As_Of_Date,Date,%10c,The specified date to which inventory information applies.,1,,,,BBIE,ADC_ Inventory On Hand. Inventory As Of Date,ADC,Inventory On Hand,,Inventory As Of Date,,Date,,,0,1,gl-cor:documentDate associated with as of date.
Inventory,61,INV_On_Hand,8,INV_PUR_YearToDate_Quantity,Decimal,%22.4f,Quantity purchased to this location year to date in the Basic_UOM_Code.,2,,,,BBIE,ADC_ Inventory On Hand. Purchased_ Year To Date Quantity. ADC_ Measurement Quantity,ADC,Inventory On Hand,Purchased Year To Date,Quantity,,Quantity,ADC,Measurement Quantity,0,1,gl-bus:measurableQuantity with gl-bus:measurableQualifier = “pytd”
Inventory,61,INV_On_Hand,9,INV_Sold_YearToDate_Quantity,Decimal,%22.4f,Quantity sold from this location year to date in the Basic_UOM_Code.,2,,,,BBIE,ADC_ Inventory On Hand. Sold_ Year To Date Quantity. ADC_ Measurement Quantity,ADC,Inventory On Hand,Sold Year To Date,Quantity,,Quantity,ADC,Measurement Quantity,0,1,gl-bus:measurableQuantity with gl-bus:measurableQualifier = “sytd”
Inventory,61,INV_On_Hand,10,Inventory_Organization_Code,String,%25s,"The code of the inventory organization, which refers to the organizational unit, physical or virtual, where the inventory transaction and balances may be tracked and monitored. It provides inventory information to modules like purchase and sales. The simplest form of inventory organization is warehouse. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",2,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Inventory On Hand. Inventory Organization. ADC_ Business Segment,ADC,Inventory On Hand,,Inventory Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Inventory,61,INV_On_Hand,11,Cost_Organization_Code,String,%25s,"The code of the cost organization, which refers to the organizational unit/level where the cost of outbound inventory will be calculated. The calculation may be done at the corporate level, the stocking organization level or at the particular locations where inventory is stored. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",2,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Inventory On Hand. Cost Organization. ADC_ Business Segment,ADC,Inventory On Hand,,Cost Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Inventory,61,INV_On_Hand,16,,,,,1,,,,ASBIE,ADC_ Inventory On Hand. Book. ADC_ Measurement Quantity,ADC,Inventory On Hand,,Book,,,ADC,Measurement Quantity,0,1,
Inventory,61,INV_On_Hand,17,,,,,1,,,,ASBIE,ADC_ Inventory On Hand. System. ADC_ Measurement Quantity,ADC,Inventory On Hand,,System,,,ADC,Measurement Quantity,0,1,gl-bus:measurableQuantity
Inventory,61,INV_On_Hand,18,,,,,2,,,,ASBIE,ADC_ Inventory On Hand. Physical Count. ADC_ Measurement Quantity,ADC,Inventory On Hand,,Physical Count,,,ADC,Measurement Quantity,0,1,XBRL GL supports physical counts by using gl-cor:documentType = other and gl-cor:documentTypeDescriptio n = physical_count and putting counts in gl-bus:measurableQuantity rather than providing in the local file. The physical count at a last date is not relevant to the current count of the system.
Inventory,61,INV_On_Hand,19,Last_Count_Date,Date,%10c,The date of the last physical count.,2,,,,BBIE,ADC_ Inventory On Hand. Last Count. Date,ADC,Inventory On Hand,,Last Count,,Date,,,0,1,gl-cor:documentDate associated with folllowing. XBRL GL supports physical counts by using gl-cor:documentType = other and gl-cor:documentTypeDescriptio n = physical_count and putting counts in gl-bus:measurableQuantity rather than providing in the local file. The physical count at a last date is not relevant to the current count of the system.
Inventory,61,INV_On_Hand,20,Inventory_List_Price,Decimal,%22.4f,List or suggested retail price.,2,,,,BBIE,ADC_ Inventory On Hand. List price. Amount,ADC,Inventory On Hand,,List price,,Amount,,,0,1,"gl-bus_measurableCostPerUnit with gl-bus:measureableQualifier=""standard_price"""
Inventory,61,INV_On_Hand,21,Inventory_Cost,Decimal,%22.4f,Cost per unit using the method found in Inventory_Cost_Method.,1,,,,BBIE,ADC_ Inventory On Hand. Inventory_ Cost. Amount,ADC,Inventory On Hand,Inventory,Cost,,Amount,,,0,1,gl-bus_measurableCostPerUnit with gl-bus:measurableQualifier in Inventory Cost Method.
Inventory,61,INV_On_Hand,22,Inventory_Cost_Method,String,%25s,"Description of the costing method. EXAMPLE LIFO, FIFO, average, standard and specific identification.",2,,,,BBIE,ADC_ Inventory On Hand. Inventory Cost Method. Code,ADC,Inventory On Hand,,Inventory Cost Method,,Code,,,0,1,gl-ehm:costingMethodCode
Inventory,61,INV_On_Hand,23,Average_Cost,Decimal,%22.4f,The average cost of per unit.,2,,,,BBIE,ADC_ Inventory On Hand. Average_ Cost. Amount,ADC,Inventory On Hand,Average,Cost,,Amount,,,0,1,gl-bus_measurableCostPerUnit with gl-bus:measurableQualifier = “average”
Inventory,61,INV_On_Hand,24,Standard_Cost,Decimal,%22.4f,The standard cost of per unit.,2,,,,BBIE,ADC_ Inventory On Hand. Standard_ Cost. Amount,ADC,Inventory On Hand,Standard,Cost,,Amount,,,0,1,gl-bus_measurableCostPerUnit with gl-bus:measurableQualifier = “standard”
Inventory,61,INV_On_Hand,25,Specific_Cost,Decimal,%22.4f,The specific cost of per unit.,2,,,,BBIE,ADC_ Inventory On Hand. Specific_ Cost. Amount,ADC,Inventory On Hand,Specific,Cost,,Amount,,,0,1,gl-bus_measurableCostPerUnit with gl-bus:measurableQualifier = “specific”
Inventory,61,INV_On_Hand,27,Bin_ID,String,%25s,Optional identifier for the sublocation. Code used in the system.,2,,,,BBIE,ADC_ Inventory On Hand. Bin ID. Code,ADC,Inventory On Hand,,Bin ID,,Code,,,0,1,Use ID and location from location file … gl-bus:organizationAddressLocationIdentifier
Inventory,61,INV_On_Hand,28,Bin_Location,String,%50s,Description of bin location used in the system.,2,,,,BBIE,ADC_ Inventory On Hand. Bin Location. Code,ADC,Inventory On Hand,,Bin Location,,Code,,,0,1,gl-bus:organizationAddressDescription
Inventory,61,INV_On_Hand,29,,,,,1,,,,ASBIE,ADC_ Inventory On Hand. X. ADC_ Business Segment,ADC,Inventory On Hand,,X,,,ADC,Business Segment,0,n,
Inventory,62,INV_Transaction,0,,,,Transaction history impacting the inventory accounts during the specified time period is contained in Table 129.,,,,,ABIE,ADC_ Inventory Transaction. Details,ADC,Inventory Transaction,,,,,,,,,
Inventory,62,INV_Transaction,2,Transaction_Document_ID,String,%100s,"The unique identifier for the picking ticket, shipping notice, or other document created upon or associated with movement. Typically autogenerated by the system.",1,PK,,,IDBIE,ADC_ Inventory Transaction. Identification. Code,ADC,Inventory Transaction,,Identification,,Code,,,1,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Inventory,62,INV_Transaction,3,Transaction_Document_Line_ID,String,%100s,"The unique identifier for the line number for a document other than a customer order, or supplier purchase order. Typically auto-generated by the system.",1,PK,,,IDBIE,ADC_ Inventory Transaction. Line Number. Code,ADC,Inventory Transaction,,Line Number,,Code,,,1,1,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Inventory,62,INV_Transaction,4,Project_ID,String,%60s,The unique identifier for the project. Typically auto-generated by the system. Shall match the Project_ID in the BAS_Project table.,2,REF,Project_ID,BAS_Project,RFBIE,ADC_ Inventory Transaction. Originating. ADC_ Project,ADC,Inventory Transaction,,Originating,,,ADC,Project,0,1,
Inventory,62,INV_Transaction,5,Transaction_Order_ID,String,%100s,"The unique identifier for the customer order, (supplier) purchase order or other document associated with the transaction. Typically auto-generated by the system.",1,,,,RFBIE,ADC_ Inventory Transaction. Related. ADC_ Purchase Order,ADC,Inventory Transaction,,Related,,,ADC,Purchase Order,0,1,"gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = ""order-vendor""*"
Inventory,62,INV_Transaction,6,Transaction_Order_Line_ID,String,%100s,"The unique identifier for the line item from a customer order, (supplier) purchase order, to differentiate between multiple items in a single order for different quantities. Typically auto-generated by the system.",1,,,,RFBIE,ADC_ Inventory Transaction. Corresponding. ADC_ Purchase Order Line,ADC,Inventory Transaction,,Corresponding,,,ADC,Purchase Order Line,0,1,"gl-cor:lineNumber* As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.)  "
Inventory,62,INV_Transaction,7,Transaction_Order_ID,String,%100s,"The unique identifier for the customer order, (supplier) purchase order or other document associated with the transaction. Typically auto-generated by the system.",1,,,,RFBIE,ADC_ Inventory Transaction. Related. ADC_ Sales Order,ADC,Inventory Transaction,,Related,,,ADC,Sales Order,0,1,"gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = ""order-customer"" * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.) "
Inventory,62,INV_Transaction,8,Transaction_Order_Line_ID,String,%100s,"The unique identifier for the line item from a customer order, (supplier) purchase order, to differentiate between multiple items in a single order for different quantities. Typically auto-generated by the system.",1,,,,RFBIE,ADC_ Inventory Transaction. Corresponding. ADC_ Sales Order Line,ADC,Inventory Transaction,,Corresponding,,,ADC,Sales Order Line,0,1,"gl-cor:lineNumber* As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.)  "
Inventory,62,INV_Transaction,9,Transaction_Date,Date,%10c,"The date of activity, per associated transaction document if applicable.",1,,,,BBIE,ADC_ Inventory Transaction. Transaction. Date,ADC,Inventory Transaction,,Transaction,,Date,,,0,1,
Inventory,62,INV_Transaction,10,Transaction_Time,Time,%8c,"The time of the activity, per associated transaction document if applicable.",1,,,,BBIE,ADC_ Inventory Transaction. Transaction. Time,ADC,Inventory Transaction,,Transaction,,Time,,,0,1,
Inventory,62,INV_Transaction,11,Transaction_Type,String,%80s,"Captures information regarding movements and adjustments. Movement types may include: receipt, shipment, transfer, return, moved to production, and moved from production. Quantity adjustment types may include: physical count adjustment, damage, obsolete, scrapped. Cost adjustments may include: lower of cost or market realization.",2,,,,BBIE,ADC_ Inventory Transaction. Transaction Type. Code,ADC,Inventory Transaction,,Transaction Type,,Code,,,0,1,
Inventory,62,INV_Transaction,12,Transaction_Type_System,String,%60s,Transaction code local to the underlying accounting software system.,1,,,,BBIE,ADC_ Inventory Transaction. System_ Transaction Code,ADC,Inventory Transaction,System,Transaction Code,,Code,,,0,1,
Inventory,62,INV_Transaction,13,Transaction_Description,String,%1000s,Description of the transaction.,1,,,,BBIE,ADC_ Inventory Transaction. Description,ADC,Inventory Transaction,,Description,,Text,,,0,1,gl-cor:entryComment
Inventory,62,INV_Transaction,14,,,,,1,,,,ASBIE,ADC_ Inventory Transaction. Transaction. ADC_ Measurement Quantity,ADC,Inventory Transaction,,Transaction,,,ADC,Measurement Quantity,0,1,
Inventory,62,INV_Transaction,15,Supplier_Account_ID,String,%100s,The unique identifier for the supplier. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,2,REF,Supplier_Account_ID,BAS_Supplier,RFBIE,ADC_ Inventory Transaction. Related. ADC_ Supplier,ADC,Inventory Transaction,,Related,,,ADC,Supplier,0,1,"gl-cor:identifierCode with gl-cor:identifierType = ""vendor"""
Inventory,62,INV_Transaction,16,Customer_Account_ID,String,%100s,The unique identifier for the receiving customer. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,2,REF,Customer_Account_ID,BAS_Customer,RFBIE,ADC_ Inventory Transaction. Receiving. ADC_ Customer,ADC,Inventory Transaction,,Receiving,,,ADC,Customer,0,1,"gl-cor:identifierCode with gl-cor:identifierType = ""customer"""
Inventory,62,INV_Transaction,17,Inventory_Document_ID,String,%60s,"The unique identifier for the inventory document, specifying the sources where inventory originates. Typically auto-generated by the system.",2,,,,BBIE,ADC_ Inventory Transaction. Inventory Document ID. Code,ADC,Inventory Transaction,,Inventory Document ID,,Code,,,0,1,
Inventory,62,INV_Transaction,18,Inventory_Document_Number,String,%80s,The number of the inventory document. The number is usually generated by manual input or is system generated. EXAMPLE 201305020001.,2,,,,BBIE,ADC_ Inventory Transaction. Inventory Document Number. Code,ADC,Inventory Transaction,,Inventory Document Number,,Code,,,0,1,
Inventory,62,INV_Transaction,19,,,,,2,,,,ASBIE,ADC_ Inventory Transaction. Corresponding. ADC_ Purchase Contract,ADC,Inventory Transaction,,Corresponding,,,ADC,Purchase Contract,0,1,
