id,bie,level,card,classTerm,propertyTerm,representation,associatedClass
GL03_GL04-27,ASBIE,3,0..1,GL Details,has a,,Amount
GL03_GL04_CC05-00,SPCC,3,__,Amount,is a,,Monetary Amounts
GL03_GL04_CC05_CC24-00,ACC,4,__,Monetary Amounts,,,
GL03_GL04_CC05_CC24-01,BCC,5,0..1,Monetary Amounts,Functional Amount,Amount,
GL03_GL04_CC05_CC24-02,RFCC,5,0..1,Monetary Amounts,Functional Currency Code,,Currency
GL03_GL04_CC05_CC24-03,BCC,5,0..1,Monetary Amounts,Transaction Amount,Amount,
GL03_GL04_CC05_CC24-04,RFCC,5,0..1,Monetary Amounts,Transaction Currency Code,,Currency
GL03_GL04_CC05_CC24-05,BCC,5,0..1,Monetary Amounts,Reporting Amount,Amount,
GL03_GL04_CC05_CC24-06,RFCC,5,0..1,Monetary Amounts,Reporting Currency Code,,Currency
GL03_GL04_CC05_CC24-07,BCC,5,0..1,Monetary Amounts,Local Amount,Amount,
GL03_GL04_CC05_CC24-08,RFCC,5,0..1,Monetary Amounts,Local Currency Code,,Currency
GL03_GL04-28,ASBIE,3,0..1,GL Details,was,,Approved
GL03_GL04_CC06-00,SPCC,3,__,Approved,is a,,Activity
GL03_GL04_CC06_CC02-00,ACC,4,__,Activity,,,
GL03_GL04_CC06_CC02-01,RFCC,5,0..1,Activity,User ID,,User
GL03_GL04_CC06_CC02-02,BCC,5,0..1,Activity,Date,Date,
GL03_GL04_CC06_CC02-03,BCC,5,0..1,Activity,Time,Time,
GL03_GL04-30,ASBIE,3,0..1,GL Details,was,,Created
GL03_GL04_CC15-00,SPCC,3,__,Created,is a,,Activity
GL03_GL04_CC15_CC02-00,ACC,4,__,Activity,,,
GL03_GL04_CC15_CC02-01,RFCC,5,0..1,Activity,User ID,,User
GL03_GL04_CC15_CC02-02,BCC,5,0..1,Activity,Date,Date,
GL03_GL04_CC15_CC02-03,BCC,5,0..1,Activity,Time,Time,
GL03_GL04-31,ASBIE,3,0..1,GL Details,was,,Posted
GL03_GL04_CC28-00,SPCC,3,__,Posted,is a,,Activity
GL03_GL04_CC28_CC02-00,ACC,4,__,Activity,,,
GL03_GL04_CC28_CC02-01,RFCC,5,0..1,Activity,User ID,,User
GL03_GL04_CC28_CC02-02,BCC,5,0..1,Activity,Date,Date,
GL03_GL04_CC28_CC02-03,BCC,5,0..1,Activity,Time,Time,
GL03_GL04-26,ASBIE,3,0..*,GL Details,has a,,Account Segment
GL03_GL04_GL02-00,ABIE,3,__,Account Segment,,,
GL03_GL04_GL02-01,PKBIE RFBIE,4,1..1,Account Segment,GL Account Number,Gl Account Number,
GL03_GL04_GL02-02,BBIE,4,0..1,Account Segment,Account Segment Number,Text,
GL03_GL04_GL02-03,PKBIE,4,1..1,Account Segment,Account Segment Name,Identifier,
GL03_GL04_GL02-04,BBIE,4,0..1,Account Segment,Corresponding File,Text,
GL03_GL04_GL02-05,BBIE,4,0..1,Account Segment,Account Segment Description,Text,
GL03_GL04_GL02-06,RFBIE,4,0..1,Account Segment,Customized Account Segment Code,,Customized Account Segment
GL03_GL04-29,ASBIE,3,0..*,GL Details,has a,,Business Segment
GL03_GL04_BS04-00,ABIE,3,__,Business Segment,,,
GL03_GL04_BS04-01,PKBIE,4,1..1,Business Segment,Business Segment Code,Identifier,
GL03_GL04_BS04-02,BBIE,4,0..1,Business Segment,Business Segment Name,Name,
GL03_GL04_BS04-03,BBIE,4,0..1,Business Segment,Segment Reference Level,Reference Level,
GL03_GL04_BS04-04,BBIE,4,0..1,Business Segment,Organization Type Name,Name,
IV01-00,ABIE,1,__,Inventory Location,,,
IV01-01,PKBIE,2,1..1,Inventory Location,Location ID,Identifier,
IV01-02,BBIE,2,0..1,Inventory Location,Location Code,Text,
IV01-03,BBIE,2,0..1,Inventory Location,Parent Location ID,Identifier,
IV01-04,BBIE,2,0..1,Inventory Location,Location Description,Text,
IV01-05,BBIE,2,0..1,Inventory Location,Location Type,Text,
IV01-06,RFBIE,2,0..1,Inventory Location,Inventory Organization Code,,Business Segment
IV01-07,BBIE,2,0..1,Inventory Location,Location Active Flag,Indicator,
IV01-09,ASBIE,2,0..1,Inventory Location,has a,,Physical Address
IV01_CC27-00,SPCC,2,__,Physical Address,is a,,Address
IV01_CC27_CC03-00,ACC,3,__,Address,,,
IV01_CC27_CC03-01,BCC,4,0..1,Address,Street Address1,Text,
IV01_CC27_CC03-02,BCC,4,0..1,Address,Street Address2,Text,
IV01_CC27_CC03-03,BCC,4,0..1,Address,City Name,City Name,
IV01_CC27_CC03-04,BCC,4,0..1,Address,State Province Code,State Province_  Code,
IV01_CC27_CC03-05,BCC,4,0..1,Address,Postal Code,Postal_  Code,
IV01_CC27_CC03-06,BCC,4,0..1,Address,Country Code,Country_  Code,
IV01-08,ASBIE,2,0..*,Inventory Location,has a,,Business Segment
IV01_BS04-00,ABIE,2,__,Business Segment,,,
IV01_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
IV01_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
IV01_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
IV01_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
IV02-00,ABIE,1,__,Inventory On Hand,,,
IV02-01,PKBIE,2,1..1,Inventory On Hand,Inventory ID,Identifier,
IV02-02,RFBIE,2,0..1,Inventory On Hand,Inventory Product ID,,Inventory Product
IV02-03,BBIE,2,0..1,Inventory On Hand,Lot Number,Text,
IV02-04,BBIE,2,0..1,Inventory On Hand,Serial Number,Text,
IV02-05,BBIE,2,0..1,Inventory On Hand,Inventory ABC Code,Inventory Abc_  Code,
IV02-06,RFBIE,2,0..1,Inventory On Hand,Location ID,,Inventory Location
IV02-07,BBIE,2,0..1,Inventory On Hand,Inventory As Of Date,Date,
IV02-08,BBIE,2,0..1,Inventory On Hand,Inventory Purchase Year To Date Quantity,Quantity,
IV02-09,BBIE,2,0..1,Inventory On Hand,Inventory Sold Year To Date Quantity,Quantity,
IV02-10,RFBIE,2,0..1,Inventory On Hand,Inventory Organization Code,,Business Segment
IV02-11,RFBIE,2,0..1,Inventory On Hand,Cost Organization Code,,Business Segment
IV02-12,RFBIE,2,0..1,Inventory On Hand,Inventory Costing Unit of Measurement Code,,Measurement Unit
IV02-13,RFBIE,2,0..1,Inventory On Hand,Inventory Purchasing Unit of Measurement Code,,Measurement Unit
IV02-14,RFBIE,2,0..1,Inventory On Hand,Inventory Selling Unit of Measurement Code,,Measurement Unit
IV02-15,RFBIE,2,0..1,Inventory On Hand,Inventory Stocking Unit of Measurement Code,,Measurement Unit
IV02-16,BBIE,2,0..1,Inventory On Hand,Quantity,Quantity,
IV02-17,BBIE,2,0..1,Inventory On Hand,System Quantity,Quantity,
IV02-18,BBIE,2,0..1,Inventory On Hand,Physical Count Quantity,Quantity,
IV02-19,BBIE,2,0..1,Inventory On Hand,Last Count Date,Date,
IV02-20,BBIE,2,0..1,Inventory On Hand,Inventory List Price,Amount,
IV02-21,BBIE,2,0..1,Inventory On Hand,Inventory Cost,Amount,
IV02-22,BBIE,2,0..1,Inventory On Hand,Inventory Cost Method,Text,
IV02-23,BBIE,2,0..1,Inventory On Hand,Average Cost,Amount,
IV02-24,BBIE,2,0..1,Inventory On Hand,Standard Cost,Amount,
IV02-25,BBIE,2,0..1,Inventory On Hand,Specific Cost,Amount,
IV02-26,RFBIE,2,0..1,Inventory On Hand,Functional Currency Code,,Currency
IV02-27,BBIE,2,0..1,Inventory On Hand,Bin ID,Text,
IV02-28,BBIE,2,0..1,Inventory On Hand,Bin Location,Text,
IV02-29,ASBIE,2,0..*,Inventory On Hand,has a,,Business Segment
IV02_BS04-00,ABIE,2,__,Business Segment,,,
IV02_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
IV02_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
IV02_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
IV02_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
IV03-00,ABIE,1,__,Inventory Period Balance,,,
IV03-01,PKBIE,2,1..1,Inventory Period Balance,Inventory Product ID,Identifier,
IV03-02,PKBIE,2,1..1,Inventory Period Balance,Location ID,Identifier,
IV03-03,RFBIE,2,0..1,Inventory Period Balance,Fiscal Year,,Accounting Period
IV03-04,RFBIE,2,0..1,Inventory Period Balance,Accounting Period,,Accounting Period
IV03-05,RFBIE,2,0..1,Inventory Period Balance,Inventory Organization Code,,Business Segment
IV03-06,BBIE,2,0..1,Inventory Period Balance,Lot Number,Text,
IV03-07,BBIE,2,0..1,Inventory Period Balance,Inventory Beginning Quantity,Quantity,
IV03-08,BBIE,2,0..1,Inventory Period Balance,Inventory Ending Quantity,Quantity,
IV03-09,BBIE,2,0..1,Inventory Period Balance,Inventory Received Quantity,Quantity,
IV03-10,BBIE,2,0..1,Inventory Period Balance,Inventory Dispatched Quantity,Quantity,
IV03-11,BBIE,2,0..1,Inventory Period Balance,Inventory Debit Amount,Amount,
IV03-12,BBIE,2,0..1,Inventory Period Balance,Inventory Credit Amount,Amount,
IV03-13,BBIE,2,0..1,Inventory Period Balance,Inventory Beginning Balance,Amount,
IV03-14,BBIE,2,0..1,Inventory Period Balance,Inventory Ending Balance,Amount,
IV03-15,RFBIE,2,0..1,Inventory Period Balance,Cost Organization Code,,Business Segment
IV03-16,RFBIE,2,0..1,Inventory Period Balance,Inventory Stocking Unit of Measurement Code,,Measurement Unit
IV03-17,RFBIE,2,0..1,Inventory Period Balance,Inventory Costing Unit of Measurement Code,,Measurement Unit
IV03-18,ASBIE,2,0..*,Inventory Period Balance,has a,,Business Segment
IV03_BS04-00,ABIE,2,__,Business Segment,,,
IV03_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
IV03_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
IV03_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
IV03_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
IV04-00,ABIE,1,__,Physical Inventory,,,
IV04-01,PKBIE,2,1..1,Physical Inventory,Inventory Count Sheet ID,Identifier,
IV04-02,BBIE,2,0..1,Physical Inventory,Inventory Count Sheet Number,Text,
IV04-03,PKBIE,2,1..1,Physical Inventory,Inventory Count Sheet Line ID,Identifier,
IV04-04,BBIE,2,0..1,Physical Inventory,Inventory Count Sheet Line Number,Text,
IV04-05,RFBIE,2,0..1,Physical Inventory,Inventory Product ID,,Inventory Product
IV04-06,RFBIE,2,0..1,Physical Inventory,Location ID,,Inventory Location
IV04-07,RFBIE,2,0..1,Physical Inventory,Inventory Organization Code,,Business Segment
IV04-08,BBIE,2,0..1,Physical Inventory,Lot Number,Text,
IV04-09,BBIE,2,0..1,Physical Inventory,Serial Number,Text,
IV04-10,BBIE,2,0..1,Physical Inventory,Bin ID,Text,
IV04-11,BBIE,2,0..1,Physical Inventory,Count Date,Date,
IV04-12,RFBIE,2,0..1,Physical Inventory,Inventory Stocking Unit of Measurement Code,,Measurement Unit
IV04-13,BBIE,2,0..1,Physical Inventory,System Quantity,Quantity,
IV04-14,BBIE,2,0..1,Physical Inventory,Physical Count Quantity,Quantity,
IV04-15,BBIE,2,0..1,Physical Inventory,Comment,Text,
IV04-16,ASBIE,2,0..1,Physical Inventory,was,,Approved
IV04_CC06-00,SPCC,2,__,Approved,is a,,Activity
IV04_CC06_CC02-00,ACC,3,__,Activity,,,
IV04_CC06_CC02-01,RFCC,4,0..1,Activity,User ID,,User
IV04_CC06_CC02-02,BCC,4,0..1,Activity,Date,Date,
IV04_CC06_CC02-03,BCC,4,0..1,Activity,Time,Time,
IV04-18,ASBIE,2,0..1,Physical Inventory,was,,Created
IV04_CC15-00,SPCC,2,__,Created,is a,,Activity
IV04_CC15_CC02-00,ACC,3,__,Activity,,,
IV04_CC15_CC02-01,RFCC,4,0..1,Activity,User ID,,User
IV04_CC15_CC02-02,BCC,4,0..1,Activity,Date,Date,
IV04_CC15_CC02-03,BCC,4,0..1,Activity,Time,Time,
IV04-19,ASBIE,2,0..1,Physical Inventory,was,,Last Modified
IV04_CC22-00,SPCC,2,__,Last Modified,is a,,Activity
IV04_CC22_CC02-00,ACC,3,__,Activity,,,
IV04_CC22_CC02-01,RFCC,4,0..1,Activity,User ID,,User
IV04_CC22_CC02-02,BCC,4,0..1,Activity,Date,Date,
IV04_CC22_CC02-03,BCC,4,0..1,Activity,Time,Time,
IV04-20,ASBIE,2,0..1,Physical Inventory,was,,Posted
IV04_CC28-00,SPCC,2,__,Posted,is a,,Activity
IV04_CC28_CC02-00,ACC,3,__,Activity,,,
IV04_CC28_CC02-01,RFCC,4,0..1,Activity,User ID,,User
IV04_CC28_CC02-02,BCC,4,0..1,Activity,Date,Date,
IV04_CC28_CC02-03,BCC,4,0..1,Activity,Time,Time,
IV04-17,ASBIE,2,0..*,Physical Inventory,has a,,Business Segment
IV04_BS04-00,ABIE,2,__,Business Segment,,,
IV04_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
IV04_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
IV04_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
IV04_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
IV05-00,ABIE,1,__,Inventory Product,,,
IV05-01,PKBIE,2,1..1,Inventory Product,Inventory Product ID,Identifier,
IV05-02,BBIE,2,0..1,Inventory Product,Inventory Product Code,Text,
IV05-03,RFBIE,2,0..1,Inventory Product,Inventory Product Type ID,,Inventory Product Type
IV05-04,BBIE,2,0..1,Inventory Product,Product Group1,Text,
IV05-05,BBIE,2,0..1,Inventory Product,Product Group2,Text,
IV05-06,BBIE,2,0..1,Inventory Product,Inventory Bar Code,Text,
IV05-07,RFBIE,2,0..1,Inventory Product,Preferred Supplier ID,,Supplier
IV05-08,RFBIE,2,0..1,Inventory Product,Basic Unit of Measurement Code,,Measurement Unit
IV05-09,BBIE,2,0..1,Inventory Product,Default Costing Method,Text,
IV05-10,RFBIE,2,0..1,Inventory Product,Default Stocking Unit of Measurement Code,,Measurement Unit
IV05-11,RFBIE,2,0..1,Inventory Product,GL Asset Account Number,,Chart Of Accounts
IV05-12,RFBIE,2,0..1,Inventory Product,GL Cost Account Number,,Chart Of Accounts
IV05-13,BBIE,2,0..1,Inventory Product,Out Of Service Date,Date,
IV05-14,BBIE,2,0..1,Inventory Product,Out Of Service Flag,Indicator,
IV05-15,BBIE,2,0..1,Inventory Product,Lot Number,Text,
IV05-16,BBIE,2,0..1,Inventory Product,Serial Number,Text,
IV05-17,ASBIE,2,0..*,Inventory Product,has a,,Business Segment
IV05_BS04-00,ABIE,2,__,Business Segment,,,
IV05_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
IV05_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
IV05_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
IV05_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
IV06-00,ABIE,1,__,Inventory Product Characteristic,,,
IV06-01,PKBIE RFBIE,2,1..1,Inventory Product Characteristic,Inventory Product ID,Identifier,
IV06-02,PKBIE,2,1..1,Inventory Product Characteristic,Characteristic Type,Text,
IV06-03,PKBIE,2,1..1,Inventory Product Characteristic,Characteristic Sequence Number,Text,
IV06-04,PKBIE RFBIE,2,1..1,Inventory Product Characteristic,Characteristic Unit of Measurement Code,Measurement Unit_  Code,
IV06-05,PKBIE,2,1..1,Inventory Product Characteristic,Start Date,Date,
IV06-06,PKBIE,2,1..1,Inventory Product Characteristic,Start Time,Time,
IV06-07,BBIE,2,0..1,Inventory Product Characteristic,End Date,Date,
IV06-08,BBIE,2,0..1,Inventory Product Characteristic,End Time,Time,
IV06-09,BBIE,2,0..1,Inventory Product Characteristic,Characteristic Value,Text,
IV06-10,BBIE,2,0..1,Inventory Product Characteristic,System Characteristic Value,Text,
IV07-00,ABIE,1,__,Inventory Product Type,,,
IV07-01,PKBIE,2,1..1,Inventory Product Type,Inventory Product Type ID,Identifier,
IV07-02,BBIE,2,0..1,Inventory Product Type,Inventory Product Type Code,Inventory Product Type_  Code,
IV07-03,BBIE,2,0..1,Inventory Product Type,Inventory Product Type Name,Text,
IV07-04,BBIE,2,0..1,Inventory Product Type,Inventory Product Type Description,Text,
IV07-05,RFBIE,2,0..1,Inventory Product Type,Parent Inventory Product Type ID,,Inventory Product Type
IV07-06,ASBIE,2,0..*,Inventory Product Type,has a,,Business Segment
IV07_BS04-00,ABIE,2,__,Business Segment,,,
IV07_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
IV07_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
IV07_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
IV07_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
IV08-00,ABIE,1,__,Inventory Transaction,,,
IV08-01,PKBIE,2,1..1,Inventory Transaction,Transaction Document ID,Identifier,
IV08-02,PKBIE,2,1..1,Inventory Transaction,Transaction Document Line ID,Identifier,
IV08-03,RFBIE,2,0..1,Inventory Transaction,Project ID,,Project
IV08-04,BBIE,2,0..1,Inventory Transaction,Transaction Order ID,Text,
IV08-05,BBIE,2,0..1,Inventory Transaction,Transaction Order Line ID,Text,
IV08-06,BBIE,2,0..1,Inventory Transaction,Transaction Date,Date,
IV08-07,BBIE,2,0..1,Inventory Transaction,Transaction Time,Time,
IV08-08,BBIE,2,0..1,Inventory Transaction,Transaction Type,Text,
IV08-09,BBIE,2,0..1,Inventory Transaction,Transaction Type System,Text,
IV08-10,BBIE,2,0..1,Inventory Transaction,Transaction Description,Text,
IV08-11,BBIE,2,0..1,Inventory Transaction,Transaction Quantity,Quantity,
IV08-12,RFBIE,2,0..1,Inventory Transaction,Supplier Account ID,,Supplier
IV08-13,RFBIE,2,0..1,Inventory Transaction,Customer Account ID,,Customer
IV08-14,BBIE,2,0..1,Inventory Transaction,Inventory Document ID,Text,
IV08-15,BBIE,2,0..1,Inventory Transaction,Inventory Document Number,Text,
IV08-16,BBIE,2,0..1,Inventory Transaction,Inventory Document Line ID,Text,
IV08-17,BBIE,2,0..1,Inventory Transaction,Inventory Document Line Number,Text,
IV08-18,BBIE,2,0..1,Inventory Transaction,Status,Status_  Code,
IV08-19,RFBIE,2,0..1,Inventory Transaction,Inventory Organization Code,,Business Segment
IV08-20,RFBIE,2,0..1,Inventory Transaction,Inventory Stocking Unit of Measurement Code,,Measurement Unit
IV08-21,RFBIE,2,0..1,Inventory Transaction,Inventory Costing Unit of Measurement Code,,Measurement Unit
IV08-22,RFBIE,2,0..1,Inventory Transaction,Inventory Product ID,,Inventory Product
IV08-23,BBIE,2,0..1,Inventory Transaction,Lot Number,Text,
IV08-24,BBIE,2,0..1,Inventory Transaction,Serial Number,Text,
IV08-25,BBIE,2,0..1,Inventory Transaction,Inventory Required By,Text,
IV08-26,RFBIE,2,0..1,Inventory Transaction,Inventory From Location ID,,Inventory Location
IV08-27,RFBIE,2,0..1,Inventory Transaction,Inventory To Location ID,,Inventory Location
IV08-28,RFBIE,2,0..1,Inventory Transaction,Cost Organization Code,,Business Segment
IV08-29,BBIE,2,0..1,Inventory Transaction,Inventory Cost,Amount,
IV08-30,BBIE,2,0..1,Inventory Transaction,Transaction Adjustment Cost,Amount,
IV08-31,RFBIE,2,0..1,Inventory Transaction,Functional Currency Code,,Currency
IV08-32,BBIE,2,0..1,Inventory Transaction,Inventory System Or External Source,Source_  Code,
IV08-33,BBIE,2,0..1,Inventory Transaction,Inventory Received And Dispatched Flag,Indicator,
IV08-34,RFBIE,2,0..1,Inventory Transaction,GL Line Debit Account Number,,Chart Of Accounts
IV08-35,RFBIE,2,0..1,Inventory Transaction,GL Line Credit Account Number,,Chart Of Accounts
IV08-36,ASBIE,2,0..1,Inventory Transaction,was,,Approved
IV08_CC06-00,SPCC,2,__,Approved,is a,,Activity
IV08_CC06_CC02-00,ACC,3,__,Activity,,,
IV08_CC06_CC02-01,RFCC,4,0..1,Activity,User ID,,User
IV08_CC06_CC02-02,BCC,4,0..1,Activity,Date,Date,
IV08_CC06_CC02-03,BCC,4,0..1,Activity,Time,Time,
IV08-38,ASBIE,2,0..1,Inventory Transaction,was,,Created
IV08_CC15-00,SPCC,2,__,Created,is a,,Activity
IV08_CC15_CC02-00,ACC,3,__,Activity,,,
IV08_CC15_CC02-01,RFCC,4,0..1,Activity,User ID,,User
IV08_CC15_CC02-02,BCC,4,0..1,Activity,Date,Date,
IV08_CC15_CC02-03,BCC,4,0..1,Activity,Time,Time,
IV08-39,ASBIE,2,0..1,Inventory Transaction,was,,Last Modified
IV08_CC22-00,SPCC,2,__,Last Modified,is a,,Activity
IV08_CC22_CC02-00,ACC,3,__,Activity,,,
IV08_CC22_CC02-01,RFCC,4,0..1,Activity,User ID,,User
IV08_CC22_CC02-02,BCC,4,0..1,Activity,Date,Date,
IV08_CC22_CC02-03,BCC,4,0..1,Activity,Time,Time,
IV08-40,ASBIE,2,0..1,Inventory Transaction,was,,Posted
IV08_CC28-00,SPCC,2,__,Posted,is a,,Activity
IV08_CC28_CC02-00,ACC,3,__,Activity,,,
IV08_CC28_CC02-01,RFCC,4,0..1,Activity,User ID,,User
IV08_CC28_CC02-02,BCC,4,0..1,Activity,Date,Date,
IV08_CC28_CC02-03,BCC,4,0..1,Activity,Time,Time,
IV08-37,ASBIE,2,0..*,Inventory Transaction,has a,,Business Segment
IV08_BS04-00,ABIE,2,__,Business Segment,,,
IV08_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
IV08_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
IV08_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
IV08_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
IV09-00,ABIE,1,__,Inventory Transaction Associated Document,,,
IV09-01,PKBIE RFBIE,2,1..1,Inventory Transaction Associated Document,Transaction Document ID,Identifier,
IV09-02,PKBIE RFBIE,2,1..1,Inventory Transaction Associated Document,Transaction Document Line ID,Identifier,
IV09-03,PKBIE,2,1..1,Inventory Transaction Associated Document,Transaction Submitted System,Text,
IV09-04,PKBIE,2,1..1,Inventory Transaction Associated Document,Document Code,Text,
IV09-05,PKBIE,2,1..1,Inventory Transaction Associated Document,Document ID,Identifier,
IV09-06,PKBIE,2,1..1,Inventory Transaction Associated Document,Document Line ID,Identifier,
IV10-00,ABIE,1,__,Inventory Transaction Characteristic,,,
IV10-01,PKBIE RFBIE,2,1..1,Inventory Transaction Characteristic,Transaction Document ID,Identifier,
IV10-02,PKBIE RFBIE,2,1..1,Inventory Transaction Characteristic,Transaction Document Line ID,Identifier,
IV10-03,PKBIE,2,1..1,Inventory Transaction Characteristic,Characteristic Type,Text,
IV10-04,PKBIE,2,1..1,Inventory Transaction Characteristic,Characteristic Sequence Number,Text,
IV10-05,PKBIE RFBIE,2,1..1,Inventory Transaction Characteristic,Characteristic Unit of Measurement Code,Measurement Unit_  Code,
IV10-06,BBIE,2,0..1,Inventory Transaction Characteristic,Characteristic Value,Text,
IV10-07,BBIE,2,0..1,Inventory Transaction Characteristic,System Characteristic Value,Text,
PE01-00,ABIE,1,__,Inventory Addition,,,
PE01-01,PKBIE,2,1..1,Inventory Addition,Addition ID,Identifier,
PE01-02,RFBIE,2,0..1,Inventory Addition,"Property, Plant and Equipment ID",,Inventory Master
PE01-03,RFBIE,2,0..1,Inventory Addition,Fiscal Year,,Accounting Period
PE01-04,RFBIE,2,0..1,Inventory Addition,Accounting Period,,Accounting Period
PE01-05,BBIE,2,0..1,Inventory Addition,Tag Number,Text,
PE01-06,BBIE,2,0..1,Inventory Addition,Addition Type Name,Text,
PE01-07,BBIE,2,0..1,Inventory Addition,Addition Date,Date,
PE01-08,BBIE,2,0..1,Inventory Addition,Addition Reason,Text,
PE01-09,BBIE,2,0..1,Inventory Addition,Addition Quantity,Quantity,
PE01-10,BBIE,2,0..1,Inventory Addition,Original Cost,Amount,
PE01-11,RFBIE,2,0..1,Inventory Addition,Functional Currency Code,,Currency
PE01-12,ASBIE,2,0..1,Inventory Addition,was,,Approved
PE01_CC06-00,SPCC,2,__,Approved,is a,,Activity
PE01_CC06_CC02-00,ACC,3,__,Activity,,,
PE01_CC06_CC02-01,RFCC,4,0..1,Activity,User ID,,User
PE01_CC06_CC02-02,BCC,4,0..1,Activity,Date,Date,
PE01_CC06_CC02-03,BCC,4,0..1,Activity,Time,Time,
PE01-14,ASBIE,2,0..1,Inventory Addition,was,,Created
PE01_CC15-00,SPCC,2,__,Created,is a,,Activity
PE01_CC15_CC02-00,ACC,3,__,Activity,,,
PE01_CC15_CC02-01,RFCC,4,0..1,Activity,User ID,,User
PE01_CC15_CC02-02,BCC,4,0..1,Activity,Date,Date,
PE01_CC15_CC02-03,BCC,4,0..1,Activity,Time,Time,
PE01-15,ASBIE,2,0..1,Inventory Addition,was,,Last Modified
PE01_CC22-00,SPCC,2,__,Last Modified,is a,,Activity
PE01_CC22_CC02-00,ACC,3,__,Activity,,,
PE01_CC22_CC02-01,RFCC,4,0..1,Activity,User ID,,User
PE01_CC22_CC02-02,BCC,4,0..1,Activity,Date,Date,
PE01_CC22_CC02-03,BCC,4,0..1,Activity,Time,Time,
PE01-13,ASBIE,2,0..*,Inventory Addition,has a,,Business Segment
PE01_BS04-00,ABIE,2,__,Business Segment,,,
PE01_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
PE01_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
PE01_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
PE01_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
PE02-00,ABIE,1,__,Inventory Change,,,
PE02-01,PKBIE,2,1..1,Inventory Change,Change ID,Identifier,
PE02-02,RFBIE,2,0..1,Inventory Change,"Property, Plant and Equipment ID",,Inventory Master
PE02-03,RFBIE,2,0..1,Inventory Change,Fiscal Year,,Accounting Period
PE02-04,RFBIE,2,0..1,Inventory Change,Accounting Period,,Accounting Period
PE02-05,BBIE,2,0..1,Inventory Change,Tag Number,Text,
PE02-06,BBIE,2,0..1,Inventory Change,Change Type Name,Text,
PE02-07,BBIE,2,0..1,Inventory Change,Change Date,Date,
PE02-08,BBIE,2,0..1,Inventory Change,Change Reason,Text,
PE02-09,BBIE,2,0..1,Inventory Change,Content Before Change,Text,
PE02-10,BBIE,2,0..1,Inventory Change,Content After Change,Text,
PE02-11,ASBIE,2,0..1,Inventory Change,was,,Approved
PE02_CC06-00,SPCC,2,__,Approved,is a,,Activity
PE02_CC06_CC02-00,ACC,3,__,Activity,,,
PE02_CC06_CC02-01,RFCC,4,0..1,Activity,User ID,,User
PE02_CC06_CC02-02,BCC,4,0..1,Activity,Date,Date,
PE02_CC06_CC02-03,BCC,4,0..1,Activity,Time,Time,
PE02-13,ASBIE,2,0..1,Inventory Change,was,,Created
PE02_CC15-00,SPCC,2,__,Created,is a,,Activity
PE02_CC15_CC02-00,ACC,3,__,Activity,,,
PE02_CC15_CC02-01,RFCC,4,0..1,Activity,User ID,,User
PE02_CC15_CC02-02,BCC,4,0..1,Activity,Date,Date,
PE02_CC15_CC02-03,BCC,4,0..1,Activity,Time,Time,
PE02-14,ASBIE,2,0..1,Inventory Change,was,,Last Modified
PE02_CC22-00,SPCC,2,__,Last Modified,is a,,Activity
PE02_CC22_CC02-00,ACC,3,__,Activity,,,
