Module,#,Kind,Table,No.,Name,Dictionary Entry Name,Description,XBRL GL Taxonomy Element,Object Class Term Qualifier,Object Class Term,Property Term Qualifier,Property Term,Datatype Qualifier,Representation term,Associated Object Class Term Qualifier,Associated Object Class,Datatype,Representation,Level,Key,Ref Field,Ref Table,Occurrence Min,Occurrence Max
GL,29,ASBIE,GL_Accounts_Period_Balance,5,,ADCS_ General Ledger Account Period Balance. Credit. ADCS_ Measurement Quantity,The quantity information associated with crediting inventory or PPE.,,ADCS,General Ledger Account Period Balance,,Credit,,,ADCS,Measurement Quantity,Decimal,%22.4f,1,,,,1,1
GL,29,ASBIE,GL_Accounts_Period_Balance,6,,ADCS_ General Ledger Account Period Balance. Beginning. ADCS_ Measurement Quantity,The beginning quantity of inventory or PPE account.,,ADCS,General Ledger Account Period Balance,,Beginning,,,ADCS,Measurement Quantity,Decimal,%22.4f,1,,,,1,1
GL,29,ASBIE,GL_Accounts_Period_Balance,7,,ADCS_ General Ledger Account Period Balance. Ending. ADCS_ Measurement Quantity,The ending quantity of inventory or PPE account.,,ADCS,General Ledger Account Period Balance,,Ending,,,ADCS,Measurement Quantity,Decimal,%22.4f,1,,,,1,1
GL,29,ASBIE,GL_Accounts_Period_Balance,9,,ADCS_ General Ledger Account Period Balance. Debit. ADCS_ Multi Currency Amount,The cumulative debit total of multi currency during the Accounting_Period.,gl-muc:multicurrencyDetail,ADCS,General Ledger Account Period Balance,,Debit,,,ADCS,Multi Currency Amount,,,1,,,,1,1
GL,29,ASBIE,GL_Accounts_Period_Balance,13,,ADCS_ General Ledger Account Period Balance. Credit. ADCS_ Multi Currency Amount,The cumulative credit total amount of multi currency during the Accounting_Period.,gl-muc:multicurrencyDetail,ADCS,General Ledger Account Period Balance,,Credit,,,ADCS,Multi Currency Amount,,,1,,,,1,1
GL,29,BBIE,GL_Accounts_Period_Balance,17,BEG_Balance_Indicator,ADCS_ General Ledger Account Period Balance. Beginning Balance. Indicator,The beginning balance direction for the account. This indicates whether beginning balance is debit or credit. EXAMPLE C=credit; D=debit.,,ADCS,General Ledger Account Period Balance,,Beginning Balance,,Indicator,,,String,%1c,1,,,,1,1
GL,29,BBIE,GL_Accounts_Period_Balance,18,Ending_Balance_Indicator,ADCS_ General Ledger Account Period Balance. Ending Balance. Indicator,The ending balance direction for the account. This indicates whether ending balance is debit or credit. EXAMPLE C=credit; D=debit.,,ADCS,General Ledger Account Period Balance,,Ending Balance,,Indicator,,,String,%1c,1,,,,1,1
GL,29,ASBIE,GL_Accounts_Period_Balance,19,,ADCS_ General Ledger Account Period Balance. Beginning_ Balance. ADCS_ Multi Currency Amount,The beginning balance of multi currency.,gl-muc:multicurrencyDetail,ADCS,General Ledger Account Period Balance,Beginning,Balance,,,ADCS,Multi Currency Amount,,,1,,,,1,1
GL,29,ASBIE,GL_Accounts_Period_Balance,23,,ADCS_ General Ledger Account Period Balance. Ending_ Balance. ADCS_ Multi Currency Amount,The ending balance of multi currency.,gl-muc:multicurrencyDetail,ADCS,General Ledger Account Period Balance,Ending,Balance,,,ADCS,Multi Currency Amount,,,1,,,,1,1
GL,29,RFBIE,GL_Accounts_Period_Balance,31,Account_Segment_Employee,ADCS_ General Ledger Account Period Balance. Related. ADCS_ Employee,"This field is a fixed account segment, recording information related to an employee (e.g. loan to corporate officers). The value stored in this field stored is Employee_ID. Shall match the Employee_ID in the BAS_Employee table through GL_Account_Segment.",,ADCS,General Ledger Account Period Balance,,Related,,,ADCS,Employee,String,%60s,2,REF,Employee_ID,BAS_Employee,0,1
GL,29,RFBIE,GL_Accounts_Period_Balance,32,Account_Segment_Project,ADCS_ General Ledger Account Period Balance. Related. ADCS_ Project,"This field is a fixed account segment, recording information related to a project; for example, construction projects which require a separate accounting. The value of this field stored is Project_ID. Shall match the Project_ID in the BAS_Project table through GL_Account_Segment.",,ADCS,General Ledger Account Period Balance,,Related,,,ADCS,Project,String,%60s,2,REF,Project_ID,BAS_Project,0,1
GL,29,RFBIE,GL_Accounts_Period_Balance,33,Account_Segment_Bank_Account,ADCS_ General Ledger Account Period Balance. Related. ADCS_ Bank Account,"This field is a fixed account segment, recording information related to bank accounts. The value of this field stored is Bank_Account_Number, and we can get more information of a certain bank account in the BAS_Bank_Account table. Shall match the Bank_Account_Number in the BAS_Bank_Account table through GL_Account_Segment.",,ADCS,General Ledger Account Period Balance,,Related,,,ADCS,Bank Account,String,%60s,2,REF,Bank_Account_Number,BAS_Bank_Account,0,1
GL,29,BBIE,GL_Accounts_Period_Balance,34,Account_Segment_X,ADCS_ General Ledger Account Period Balance. Account Segment X. Identifier,Reserved field that shall be used for supplementary information associated with particular account. The 'X' signifies that each unique account segment will be captured in a separate field.,,ADCS,General Ledger Account Period Balance,,Account Segment X,,Identifier,,,String,%60s,2,,,,0,1
GL,29,ASBIE,GL_Accounts_Period_Balance,35,,ADCS_ General Ledger Account Period Balance. X. ADCS_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",,ADCS,General Ledger Account Period Balance,,X,,,ADCS,Business Segment,String,%25s,1,,,,1,1
Base,80,BBIE,,3,Tax_Name,ADCS_ Tax Type. Tax. Name,"The name of the tax type. EXAMPLE Income tax, Tariff and Value added tax.",,ADCS,Local Tax,,Tax,,Name,,,String,%100s,1,,,,1,1
Base,80,RFBIE,,4,Regulator_Code,ADCS_ Tax Type. Regulator. ADCS_ Tax Regulatory,The code of the regulator for this tax. Shall match the Regulator_Code in the BAS_Tax_Regulatory table.,,ADCS,Local Tax,,Regulator,,,ADCS,Tax Regulatory,String,%25s,1,REF,Regulator_Code,BAS_Tax_Regulatory,1,1
Base,80,BBIE,,5,Tax_Type_Description,ADCS_ Tax Type. Description,The description of the tax type.,gl-cor:entryComment,ADCS,Local Tax,,Description,,Text,,,String,%100s,1,,,,1,1
Base,80,BBIE,,6,Tax_Code_Description,ADCS_ Tax Type. Description,"The description of the tax code, subdivision of the tax type. EXAMPLE Lower percentage applicable for common goods.",gl-cor:entryComment,ADCS,Local Tax,,Description,,Text,,,String,%1000s,1,,,,1,1
Base,80,BBIE,,7,Tax_Percentage,ADCS_ Tax Type. Tax. Percentage,Default percentage for this combination of tax type and tax code. Can as of the Extracted_Date from Profile table.,,ADCS,Local Tax,,Tax,,Percentage,,,Decimal,%11.6f,1,,,,1,1
Base,80,ASBIE,,8,,ADCS_ Tax Type. X. ADCS_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",,ADCS,Local Tax,,X,,,ADCS,Business Segment,String,%25s,1,,,,1,1
Base,82,BBIE,,3,Tax_Name,ADCS_ Tax Type. Tax. Name,"The name of the tax type. EXAMPLE Income tax, Tariff and Value added tax.",,ADCS,Transaction Tax,,Tax,,Name,,,String,%100s,1,,,,1,1
Base,82,RFBIE,,4,Regulator_Code,ADCS_ Tax Type. Regulator. ADCS_ Tax Regulatory,The code of the regulator for this tax. Shall match the Regulator_Code in the BAS_Tax_Regulatory table.,,ADCS,Transaction Tax,,Regulator,,,ADCS,Tax Regulatory,String,%25s,1,REF,Regulator_Code,BAS_Tax_Regulatory,1,1
Base,82,BBIE,,5,Tax_Type_Description,ADCS_ Tax Type. Description,The description of the tax type.,gl-cor:entryComment,ADCS,Transaction Tax,,Description,,Text,,,String,%100s,1,,,,1,1
Base,82,BBIE,,6,Tax_Code_Description,ADCS_ Tax Type. Description,"The description of the tax code, subdivision of the tax type. EXAMPLE Lower percentage applicable for common goods.",gl-cor:entryComment,ADCS,Transaction Tax,,Description,,Text,,,String,%1000s,1,,,,1,1
Base,82,BBIE,,7,Tax_Percentage,ADCS_ Tax Type. Tax. Percentage,Default percentage for this combination of tax type and tax code. Can as of the Extracted_Date from Profile table.,,ADCS,Transaction Tax,,Tax,,Percentage,,,Decimal,%11.6f,1,,,,1,1
Base,82,ASBIE,,8,,ADCS_ Tax Type. X. ADCS_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",,ADCS,Transaction Tax,,X,,,ADCS,Business Segment,String,%25s,1,,,,1,1
