d_A025,d_A026,d_A001,A026-A076-001,A026-A076-002,A026-014,A026-012,A026-011,A025-009,A026-A009-001,A026-A009-002,A026-A009-005,A026-A009-003,A026-A009-007,A026-A009-006,A026-027,A026-A089-001,A026-A089-002,A026-006,A026-010,A026-A001-001,A026-A001-002,A026-A001-003
0001-20091119-45-1730-1-3921,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,60,ISO4217:JPY,2009-11-19,,,,
0001-20091119-45-1730-1-3921,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091119-45-1730-1-3921,3,,,,,,,,111,Cash,account,,,,credit,1260,ISO4217:JPY,2009-11-19,コーヒー代,,,
0001-20091119-45-1730-1-3921,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091119-52-1731-1-3923,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091119-52-1731-1-3923,1,,,,,,,,740,Vehicle costs,account,,,,debit,1096,ISO4217:JPY,2009-11-19,高速代,,,
0001-20091119-52-1731-1-3923,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091119-52-1731-1-3923,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,54,ISO4217:JPY,2009-11-19,,,,
0001-20091119-52-1731-1-3923,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091119-52-1731-1-3923,3,,,,,,,,111,Cash,account,,,,credit,3450,ISO4217:JPY,2009-11-19,高速代,,,
0001-20091119-52-1731-1-3923,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091119-52-1731-1-3923,4,,,,,,,,740,Vehicle costs,account,,,,debit,2191,ISO4217:JPY,2009-11-19,駐車代,,,
0001-20091119-52-1731-1-3923,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091119-52-1731-1-3923,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,109,ISO4217:JPY,2009-11-19,,,,
0001-20091119-52-1731-1-3923,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091119-8-1728-1-3917,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091119-8-1728-1-3917,1,,,,,,,,733,Entertainment expenses,account,,,,debit,19048,ISO4217:JPY,2009-11-19,定例ミーティング会費,,,
0001-20091119-8-1728-1-3917,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091119-8-1728-1-3917,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,952,ISO4217:JPY,2009-11-19,,,,
0001-20091119-8-1728-1-3917,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091119-8-1728-1-3917,3,,,,,,,,111,Cash,account,,,,credit,20000,ISO4217:JPY,2009-11-19,定例ミーティング会費,,,
0001-20091119-8-1728-1-3917,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-101-1745-1-3951,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-101-1745-1-3951,1,,,,,,,,732,Advertising expense,account,,,,debit,50000,ISO4217:JPY,2009-11-20,広告料,,,
0001-20091120-101-1745-1-3951,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-101-1745-1-3951,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,2500,ISO4217:JPY,2009-11-20,,,,
0001-20091120-101-1745-1-3951,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-101-1745-1-3951,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,52500,ISO4217:JPY,2009-11-20,広告料,,,
0001-20091120-101-1745-1-3951,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-101-1745-1-3951,4,,,,,,,,111,Cash,account,,,,debit,570515,ISO4217:JPY,2009-11-20,09年11月20日伝票No367株式会社　斉藤,,,
0001-20091120-101-1745-1-3951,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-101-1745-1-3951,5,,,,,,,,152,Accounts receivable,account,,,,credit,570515,ISO4217:JPY,2009-11-20,09年11月20日伝票No367株式会社　斉藤,,,
0001-20091120-101-1745-1-3951,5,,,,,,,,,,,,,,,,,,,11,㈱斉藤,trading partner
0001-20091120-101-1745-1-3951,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-102-1746-1-3953,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-102-1746-1-3953,1,,,,,,,,131,Ordinary deposit,account,,,,debit,539925,ISO4217:JPY,2009-11-20,09年11月20日伝票No368合同会社　たかだ,,,
0001-20091120-102-1746-1-3953,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-102-1746-1-3953,1,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-102-1746-1-3953,2,,,,,,,,152,Accounts receivable,account,,,,credit,539925,ISO4217:JPY,2009-11-20,09年11月20日伝票No368合同会社　たかだ,,,
0001-20091120-102-1746-1-3953,2,,,,,,,,,,,,,,,,,,,21,(同)たかだ,trading partner
0001-20091120-102-1746-1-3953,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-102-1746-1-3953,3,,,,,,,,741,Bank transaction fee,account,,,,debit,450,ISO4217:JPY,2009-11-20,09年11月20日伝票No368合同会社　たかだ,,,
0001-20091120-102-1746-1-3953,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-102-1746-1-3953,4,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,22,ISO4217:JPY,2009-11-20,,,,
0001-20091120-102-1746-1-3953,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-102-1746-1-3953,5,,,,,,,,152,Accounts receivable,account,,,,credit,472,ISO4217:JPY,2009-11-20,09年11月20日伝票No368合同会社　たかだ,,,
0001-20091120-102-1746-1-3953,5,,,,,,,,,,,,,,,,,,,21,(同)たかだ,trading partner
0001-20091120-102-1746-1-3953,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-103-1747-1-3955,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-103-1747-1-3955,1,,,,,,,,131,Ordinary deposit,account,,,,debit,886299,ISO4217:JPY,2009-11-20,09年11月20日伝票No369株式会社　ＹＡＧ,,,
0001-20091120-103-1747-1-3955,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-103-1747-1-3955,1,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-103-1747-1-3955,2,,,,,,,,152,Accounts receivable,account,,,,credit,886299,ISO4217:JPY,2009-11-20,09年11月20日伝票No369株式会社　ＹＡＧ,,,
0001-20091120-103-1747-1-3955,2,,,,,,,,,,,,,,,,,,,30,㈱YAG,trading partner
0001-20091120-103-1747-1-3955,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-103-1747-1-3955,3,,,,,,,,741,Bank transaction fee,account,,,,debit,700,ISO4217:JPY,2009-11-20,09年11月20日伝票No369株式会社　ＹＡＧ,,,
0001-20091120-103-1747-1-3955,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-103-1747-1-3955,4,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,35,ISO4217:JPY,2009-11-20,,,,
0001-20091120-103-1747-1-3955,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-103-1747-1-3955,5,,,,,,,,152,Accounts receivable,account,,,,credit,735,ISO4217:JPY,2009-11-20,09年11月20日伝票No369株式会社　ＹＡＧ,,,
0001-20091120-103-1747-1-3955,5,,,,,,,,,,,,,,,,,,,30,㈱YAG,trading partner
0001-20091120-103-1747-1-3955,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-104-1748-1-3957,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-104-1748-1-3957,1,,,,,,,,312,Accounts payable,account,,,,debit,964740,ISO4217:JPY,2009-11-20,09年11月20日伝票No294株式会社　アタッチ,,,
0001-20091120-104-1748-1-3957,1,,,,,,,,,,,,,,,,,,,4,㈱ｱﾀｯﾁ,trading partner
0001-20091120-104-1748-1-3957,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-104-1748-1-3957,2,,,,,,,,131,Ordinary deposit,account,,,,credit,964740,ISO4217:JPY,2009-11-20,09年11月20日伝票No294株式会社　アタッチ,,,
0001-20091120-104-1748-1-3957,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-104-1748-1-3957,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-105-1749-1-3959,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-105-1749-1-3959,1,,,,,,,,312,Accounts payable,account,,,,debit,3484984,ISO4217:JPY,2009-11-20,09年11月20日伝票No296株式会社　ハナダ,,,
0001-20091120-105-1749-1-3959,1,,,,,,,,,,,,,,,,,,,6,㈱ﾊﾅﾀﾞ,trading partner
0001-20091120-105-1749-1-3959,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-105-1749-1-3959,2,,,,,,,,131,Ordinary deposit,account,,,,credit,3484984,ISO4217:JPY,2009-11-20,09年11月20日伝票No296株式会社　ハナダ,,,
0001-20091120-105-1749-1-3959,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-105-1749-1-3959,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-106-1750-1-3961,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-106-1750-1-3961,1,,,,,,,,312,Accounts payable,account,,,,debit,4492889,ISO4217:JPY,2009-11-20,09年11月20日伝票No297株式会社　まつむら,,,
0001-20091120-106-1750-1-3961,1,,,,,,,,,,,,,,,,,,,11,㈱まつむら,trading partner
0001-20091120-106-1750-1-3961,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-106-1750-1-3961,2,,,,,,,,131,Ordinary deposit,account,,,,credit,4492889,ISO4217:JPY,2009-11-20,09年11月20日伝票No297株式会社　まつむら,,,
0001-20091120-106-1750-1-3961,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-106-1750-1-3961,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-118-1751-1-3963,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-118-1751-1-3963,1,,,,,,,,754,Office consumables expenses,account,,,,debit,7016,ISO4217:JPY,2009-11-20,コピー代,,,
0001-20091120-118-1751-1-3963,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-118-1751-1-3963,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,350,ISO4217:JPY,2009-11-20,,,,
0001-20091120-118-1751-1-3963,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-118-1751-1-3963,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,7366,ISO4217:JPY,2009-11-20,コピー代,,,
0001-20091120-118-1751-1-3963,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-119-1752-1-3965,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-119-1752-1-3965,1,,,,,,,,754,Office consumables expenses,account,,,,debit,3706,ISO4217:JPY,2009-11-20,事務用品,,,
0001-20091120-119-1752-1-3965,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-119-1752-1-3965,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,185,ISO4217:JPY,2009-11-20,,,,
0001-20091120-119-1752-1-3965,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-119-1752-1-3965,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,3891,ISO4217:JPY,2009-11-20,事務用品,,,
0001-20091120-119-1752-1-3965,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-132-1753-1-3967,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-132-1753-1-3967,1,,,,,,,,736,Utility bills,account,,,,debit,115273,ISO4217:JPY,2009-11-20,電気代,,,
0001-20091120-132-1753-1-3967,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-132-1753-1-3967,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,5763,ISO4217:JPY,2009-11-20,,,,
0001-20091120-132-1753-1-3967,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-132-1753-1-3967,3,,,,,,,,131,Ordinary deposit,account,,,,credit,126577,ISO4217:JPY,2009-11-20,電気代,,,
0001-20091120-132-1753-1-3967,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-132-1753-1-3967,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-132-1753-1-3967,4,,,,,,,,736,Utility bills,account,,,,debit,5278,ISO4217:JPY,2009-11-20,水道代,,,
0001-20091120-132-1753-1-3967,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-132-1753-1-3967,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,263,ISO4217:JPY,2009-11-20,,,,
0001-20091120-132-1753-1-3967,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-139-1754-1-3969,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-139-1754-1-3969,1,,,,,,,,131,Ordinary deposit,account,,,,debit,18000000,ISO4217:JPY,2009-11-20,資金移動,,,
0001-20091120-139-1754-1-3969,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-139-1754-1-3969,1,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-139-1754-1-3969,2,,,,,,,,121,Checking account,account,,,,credit,18000000,ISO4217:JPY,2009-11-20,資金移動,,,
0001-20091120-139-1754-1-3969,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-139-1754-1-3969,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-148-1755-1-3971,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-148-1755-1-3971,1,,,,,,,,121,Checking account,account,,,,debit,7986848,ISO4217:JPY,2009-11-20,手形割引　かめだデパート,,,
0001-20091120-148-1755-1-3971,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-148-1755-1-3971,1,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-148-1755-1-3971,2,,,,,,,,150,Bills recivable,account,,,,credit,8047202,ISO4217:JPY,2009-11-20,手形割引　かめだデパート,,,
0001-20091120-148-1755-1-3971,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-148-1755-1-3971,3,,,,,,,,821,Interest expense,account,,,,debit,60354,ISO4217:JPY,2009-11-20,手形割引料,,,
0001-20091120-148-1755-1-3971,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-153-1756-1-3973,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-153-1756-1-3973,1,,,,,,,,733,Entertainment expenses,account,,,,debit,7206,ISO4217:JPY,2009-11-20,飲食代　居酒屋田舎2名,,,
0001-20091120-153-1756-1-3973,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-153-1756-1-3973,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,360,ISO4217:JPY,2009-11-20,,,,
0001-20091120-153-1756-1-3973,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-153-1756-1-3973,3,,,,,,,,111,Cash,account,,,,credit,7566,ISO4217:JPY,2009-11-20,飲食代　居酒屋田舎2名,,,
0001-20091120-153-1756-1-3973,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-169-1757-1-3975,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-169-1757-1-3975,1,,,,,,,,736,Utility bills,account,,,,debit,99698,ISO4217:JPY,2009-11-20,電気料,,,
0001-20091120-169-1757-1-3975,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-169-1757-1-3975,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,4984,ISO4217:JPY,2009-11-20,,,,
0001-20091120-169-1757-1-3975,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-169-1757-1-3975,3,,,,,,,,131,Ordinary deposit,account,,,,credit,111306,ISO4217:JPY,2009-11-20,電気料,,,
0001-20091120-169-1757-1-3975,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-169-1757-1-3975,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-169-1757-1-3975,4,,,,,,,,736,Utility bills,account,,,,debit,6309,ISO4217:JPY,2009-11-20,水道料,,,
0001-20091120-169-1757-1-3975,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-169-1757-1-3975,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,315,ISO4217:JPY,2009-11-20,,,,
0001-20091120-169-1757-1-3975,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-24-1733-1-3927,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-24-1733-1-3927,1,,,,,,,,726,Travel expenses,account,,,,debit,78686,ISO4217:JPY,2009-11-20,JR回数券,,,
0001-20091120-24-1733-1-3927,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-24-1733-1-3927,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,3934,ISO4217:JPY,2009-11-20,,,,
0001-20091120-24-1733-1-3927,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-24-1733-1-3927,3,,,,,,,,111,Cash,account,,,,credit,82620,ISO4217:JPY,2009-11-20,JR回数券,,,
0001-20091120-24-1733-1-3927,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-31-1734-1-3929,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-31-1734-1-3929,1,,,,,,,,754,Office consumables expenses,account,,,,debit,2733,ISO4217:JPY,2009-11-20,コピー代,,,
0001-20091120-31-1734-1-3929,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-31-1734-1-3929,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,136,ISO4217:JPY,2009-11-20,,,,
0001-20091120-31-1734-1-3929,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-31-1734-1-3929,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,2869,ISO4217:JPY,2009-11-20,コピー代,,,
0001-20091120-31-1734-1-3929,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-34-1735-1-3931,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-34-1735-1-3931,1,,,,,,,,736,Utility bills,account,,,,debit,78740,ISO4217:JPY,2009-11-20,電気代,,,
0001-20091120-34-1735-1-3931,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-34-1735-1-3931,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,3936,ISO4217:JPY,2009-11-20,,,,
0001-20091120-34-1735-1-3931,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-34-1735-1-3931,3,,,,,,,,131,Ordinary deposit,account,,,,credit,87802,ISO4217:JPY,2009-11-20,電気代,,,
0001-20091120-34-1735-1-3931,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-34-1735-1-3931,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-34-1735-1-3931,4,,,,,,,,736,Utility bills,account,,,,debit,4882,ISO4217:JPY,2009-11-20,水道代,,,
0001-20091120-34-1735-1-3931,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-34-1735-1-3931,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,244,ISO4217:JPY,2009-11-20,,,,
0001-20091120-34-1735-1-3931,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-53-1736-1-3933,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-53-1736-1-3933,1,,,,,,,,740,Vehicle costs,account,,,,debit,381,ISO4217:JPY,2009-11-20,高速代,,,
0001-20091120-53-1736-1-3933,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-53-1736-1-3933,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,19,ISO4217:JPY,2009-11-20,,,,
0001-20091120-53-1736-1-3933,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-53-1736-1-3933,3,,,,,,,,111,Cash,account,,,,credit,2500,ISO4217:JPY,2009-11-20,高速代,,,
0001-20091120-53-1736-1-3933,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-53-1736-1-3933,4,,,,,,,,740,Vehicle costs,account,,,,debit,1000,ISO4217:JPY,2009-11-20,高速代,,,
0001-20091120-53-1736-1-3933,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-53-1736-1-3933,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,50,ISO4217:JPY,2009-11-20,,,,
0001-20091120-53-1736-1-3933,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-53-1736-1-3933,6,,,,,,,,740,Vehicle costs,account,,,,debit,1000,ISO4217:JPY,2009-11-20,高速代,,,
0001-20091120-53-1736-1-3933,6,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-53-1736-1-3933,7,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,50,ISO4217:JPY,2009-11-20,,,,
0001-20091120-53-1736-1-3933,7,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-6-1732-1-3925,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-6-1732-1-3925,1,,,,,,,,732,Advertising expense,account,,,,debit,4762,ISO4217:JPY,2009-11-20,広告料,,,
0001-20091120-6-1732-1-3925,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-6-1732-1-3925,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,238,ISO4217:JPY,2009-11-20,,,,
0001-20091120-6-1732-1-3925,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-6-1732-1-3925,3,,,,,,,,111,Cash,account,,,,credit,5000,ISO4217:JPY,2009-11-20,広告料,,,
0001-20091120-6-1732-1-3925,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-64-1737-1-3935,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-64-1737-1-3935,1,,,,,,,,736,Utility bills,account,,,,debit,191023,ISO4217:JPY,2009-11-20,電気料,,,
0001-20091120-64-1737-1-3935,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-64-1737-1-3935,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,9551,ISO4217:JPY,2009-11-20,,,,
0001-20091120-64-1737-1-3935,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-64-1737-1-3935,3,,,,,,,,131,Ordinary deposit,account,,,,credit,208640,ISO4217:JPY,2009-11-20,電気料,,,
0001-20091120-64-1737-1-3935,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-64-1737-1-3935,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-64-1737-1-3935,4,,,,,,,,736,Utility bills,account,,,,debit,7682,ISO4217:JPY,2009-11-20,水道料,,,
0001-20091120-64-1737-1-3935,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-64-1737-1-3935,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,384,ISO4217:JPY,2009-11-20,,,,
0001-20091120-64-1737-1-3935,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-66-1738-1-3937,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-66-1738-1-3937,1,,,,,,,,791,Miscellaneous expenses,account,,,,debit,4762,ISO4217:JPY,2009-11-20,有線,,,
0001-20091120-66-1738-1-3937,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-66-1738-1-3937,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,238,ISO4217:JPY,2009-11-20,,,,
0001-20091120-66-1738-1-3937,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-66-1738-1-3937,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,5000,ISO4217:JPY,2009-11-20,有線,,,
0001-20091120-66-1738-1-3937,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-67-1739-1-3939,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-67-1739-1-3939,1,,,,,,,,754,Office consumables expenses,account,,,,debit,6000,ISO4217:JPY,2009-11-20,カウンター料金,,,
0001-20091120-67-1739-1-3939,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-67-1739-1-3939,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,300,ISO4217:JPY,2009-11-20,,,,
0001-20091120-67-1739-1-3939,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-67-1739-1-3939,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,6300,ISO4217:JPY,2009-11-20,カウンター料金,,,
0001-20091120-67-1739-1-3939,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-71-1740-1-3941,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-71-1740-1-3941,1,,,,,,,,754,Office consumables expenses,account,,,,debit,3670,ISO4217:JPY,2009-11-20,事務用品,,,
0001-20091120-71-1740-1-3941,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-71-1740-1-3941,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,183,ISO4217:JPY,2009-11-20,,,,
0001-20091120-71-1740-1-3941,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-71-1740-1-3941,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,36873,ISO4217:JPY,2009-11-20,事務用品,,,
0001-20091120-71-1740-1-3941,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-71-1740-1-3941,4,,,,,,,,754,Office consumables expenses,account,,,,debit,31448,ISO4217:JPY,2009-11-20,カウンター料金,,,
0001-20091120-71-1740-1-3941,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-71-1740-1-3941,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1572,ISO4217:JPY,2009-11-20,,,,
0001-20091120-71-1740-1-3941,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-73-1741-1-3943,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20091120-73-1741-1-3943,1,,,,,,,,737,Supplies expense,account,,,,debit,11544,ISO4217:JPY,2009-11-20,ファイル等,,,
0001-20091120-73-1741-1-3943,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-73-1741-1-3943,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,577,ISO4217:JPY,2009-11-20,,,,
0001-20091120-73-1741-1-3943,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-73-1741-1-3943,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,245679,ISO4217:JPY,2009-11-20,ファイル等,,,
0001-20091120-73-1741-1-3943,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-73-1741-1-3943,4,,,,,,,,737,Supplies expense,account,,,,debit,209980,ISO4217:JPY,2009-11-20,飲料水,,,
0001-20091120-73-1741-1-3943,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20091120-73-1741-1-3943,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,10498,ISO4217:JPY,2009-11-20,,,,
0001-20091120-73-1741-1-3943,5,1,,,,,,,,,,,,,,,,,,,,account sub
